REFERENCIA;EAN;LAYOUT;NOME PT;CAPACIDADE;QTD PECAS;SELOS;APLICACOES;URL QR
236.012.672;7896779636167;2;Pote Sal Grosso Acopl. c/ Rosca - Açucar;1 L;1;BPA,ATX,BRA,LAV;ACUC,MANT,GRAO,CAFE;nitron.com.br/p/236.012.672
237.006.002;7896779623754;3;Pote Acoplado com Copo Medidor;5.8 L;1;BPA,ATX,BRA,LAV,EMP;BEBI,MANT,GRAO,CAFE,ACUC,FARI;nitron.com.br/p/237.006.002
237.006.003;7896779623778;3;Pote Acoplado com Copo Medidor;5.8 L;1;BPA,ATX,BRA,LAV,EMP;BEBI,MANT,GRAO,CAFE,ACUC,FARI;nitron.com.br/p/237.006.003
238.012.001;7896779638192;3;Pote Acoplado com Rosca;2 L;1;BPA,ATX,BRA,HER,LAV,EMP;ACUC,FARI,GRAO,MASS,MANT,CAFE;nitron.com.br/p/238.012.001
238.012.002;7896779628339;3;Pote Acoplado com Rosca;2 L;1;BPA,ATX,BRA,HER,LAV,EMP;ACUC,FARI,GRAO,MASS,MANT,CAFE;nitron.com.br/p/238.012.002
238.012.003;7896779623860;3;Pote Acoplado com Rosca;2 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/238.012.003
239.012.001;7896779639205;3;Pote Acoplado com Rosca;3 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/239.012.001
239.012.002;7896779623945;3;Pote Acoplado com Rosca;3 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/239.012.002
239.012.003;7896779623952;3;Pote Acoplado com Rosca;3 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/239.012.003
240.024.001;7896779602407;3;Cook Freezer Micro-ondas;3 L;1;BPA,ATX,BRA,MIC,FRZ,LAV;SOBR,FRIO,COZI;nitron.com.br/p/240.024.001
241.006.P01;7896779624164;2;Kit POP com 6 Potes com Valvula;460 ML;6;BPA,ATX,BRA,VLV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/241.006.P01
241.024.001;7896779602414;2;Pote Raso com Válvula;460 ML;1;BPA,ATX,BRA,VLV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/241.024.001
242.024.001;7896779602421;2;Pote Raso com Válvula;950 ML;1;BPA,ATX,BRA,MIC;SOBR,PET,MANT,GRAO;nitron.com.br/p/242.024.001
243.024.001;7896779602438;3;Pote Raso com Válvula;1.9 L;1;BPA,ATX,BRA,MIC,FRZ,VLV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/243.024.001
244.012.001;7896779602445;3;Pote Raso com Válvula;3.2 L;1;BPA,ATX,BRA,MIC,FRZ,VLV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/244.012.001
245.012.029;7896779602452;2;Pote Feijão Acoplado com Rosca;500 ML;1;BPA,ATX,BRA,HER;FARI,GRAO,BISC,MASS;nitron.com.br/p/245.012.029
246.024.001;7896779602469;2;Pote Alto com Válvula;868 ML;1;BPA,ATX,BRA,HER;GRAO,SOBR,MANT,CAFE;nitron.com.br/p/246.024.001
248.012.009;7896779602483;2;Pote Tomatinho Acoplado com Rosca;500 ML;1;BPA,ATX,BRA,HER;TEMP,MANT,GRAO,CAFE;nitron.com.br/p/248.012.009
249.012.020;7896779602490;2;Pote Temperos Acoplado com Rosca;500 ML;1;BPA,ATX,BRA,LAV;TEMP,MANT,GRAO,CAFE;nitron.com.br/p/249.012.020
250.024.009;7896779612505;3;Caçarola Micro-ondas com Cesto;1.5 L;1;BPA,ATX,BRA,MIC,LAV,TRP;GRAO,SOBR,FRIO,COZI;nitron.com.br/p/250.024.009
2500.012.001;7896779650156;2;Pote Raso Retangular;868 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2500.012.001
2500.012.003;7896779625093;2;Pote Raso Retangular;868 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2500.012.003
251.012.001;7896779625178;2;Caçarola Mini Micro-ondas;850 ML;1;BPA,ATX,BRA,MIC;SOBR,FRIO,COZI;nitron.com.br/p/251.012.001
254.006.001;7896779654109;4;Gaveteiro Modular Rattan;8.2 L;1;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/254.006.001
254.006.002;7896779654123;4;Gaveteiro Modular Rattan;8.2 L;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/254.006.002
254.006.003;7896779625413;4;Gaveteiro Modular Rattan;8.2 L;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/254.006.003
2540.012.001;7896779602544;3;Kit Potes Rasos Retang. com 3 Peças;1.5 L;3;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2540.012.001
2540.012.003;7896779625499;3;Kit Potes Rasos Retang. com 3 Peças;1.5 L;3;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2540.012.003
255.036.016;7896779602551;2;Forma de Gelo Firenze com Tampa;;1;BPA,ATX,BRA,FRZ;COZI;nitron.com.br/p/255.036.016
256.006.M02;7896779656042;4;Caixa Juta Alongada com Tampa Teca;1.5 L;1;BRA,EMP,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/256.006.M02
256.006.M03;7896779656035;4;Caixa Juta Alongada com Tampa Teca;1.5 L;1;BRA,EMP,FCL;ROUP,BRIN,DOCU,DECO;nitron.com.br/p/256.006.M03
256.024.002;7896779625642;4;Cesto Alongado Juta;1.5 L;1;BRA,EMP,HIG,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/256.024.002
256.024.003;7896779625611;4;Cesto Alongado Juta;1.5 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/256.024.003
256.024.086;7896779656202;4;Cesto Alongado Juta;1.5 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/256.024.086
257.006.M02;7896779657049;4;Caixa Juta Alongada com Tampa Teca;3.7 L;1;BRA,EMP,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/257.006.M02
257.006.M03;7896779657032;4;Caixa Juta Alongada com Tampa Teca;3.7 L;1;BRA,EMP,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/257.006.M03
257.012.002;7896779625741;4;Cesto Alongado Juta;3.7 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/257.012.002
257.012.003;7896779625710;4;Cesto Alongado Juta;3.7 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/257.012.003
257.012.086;7896779657209;4;Cesto Alongado Juta;3.7 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/257.012.086
2570.012.001;7896779602575;3;Pote Raso Retangular;4.6 L;1;BPA,ATX,BRA,LAV,EMP,TRP;GRAO,MASS,SOBR,MANT,CAFE,ACUC;nitron.com.br/p/2570.012.001
2570.012.003;7896779657162;3;Pote Raso Retangular;4.6 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2570.012.003
258.004.M02;7896779658046;4;Caixa Juta Alongada com Tampa Teca;7.4 L;1;BRA,EMP,FCL;ROUP,BRIN,DOCU,DECO;nitron.com.br/p/258.004.M02
258.004.M03;7896779658039;4;Caixa Juta Alongada com Tampa Teca;7.4 L;1;BRA,EMP,FCL;ROUP,BRIN,DOCU,DECO;nitron.com.br/p/258.004.M03
258.006.002;7896779625840;4;Cesto Alongado Juta;7.4 L;1;BRA,EMP,FCL,RCL;BRIN,PET,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/258.006.002
258.006.003;7896779625819;4;Cesto Alongado Juta;7.4 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/258.006.003
258.006.086;7896779688623;4;Cesto Alongado Juta;7.4 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/258.006.086
2580.012.001;7896779658152;3;Pote Raso Retangular;2.9 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2580.012.001
2580.012.003;7896779625895;3;Pote Raso Retangular;2.9 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2580.012.003
259.012.002;7896779625949;4;Caixa Organizadora Baixa Rattan com Tampa;3.2 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/259.012.002
259.012.003;7896779625918;4;Caixa Organizadora Baixa Rattan com Tampa;3.2 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/259.012.003
259.012.086;7896779659197;4;Caixa Organizadora Baixa Rattan com Tampa;3.2 L;1;BPA,BRA,EMP,FCL,RCL;BRIN,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/259.012.086
2590.012.001;7896779659142;3;Pote Raso Retangular;1.5 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2590.012.001
2590.012.003;7896779625994;3;Pote Raso Retangular;1.5 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2590.012.003
260.012.002;7896779626045;4;Caixa Organizadora Baixa Rattan com Tampa;4.5 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/260.012.002
260.012.003;7896779660155;4;Caixa Organizadora Baixa Rattan com Tampa;4.5 L;1;BRA,EMP,FCL,RCL;BRIN,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/260.012.003
260.012.086;7896779660209;4;Caixa Organizadora Baixa Rattan com Tampa;4.5 L;1;BPA,BRA,EMP,HIG,FCL,RCL;BRIN,PET,ROUP,CONF,PECA,FERR,ESCR,DOCU;nitron.com.br/p/260.012.086
261.006.002;7896779626144;4;Caixa Organizadora Baixa Rattan com Tampa;7 L;1;BRA,EMP,FCL,RCL;ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/261.006.002
261.006.003;7896779626113;4;Caixa Organizadora Baixa Rattan com Tampa;7 L;1;BRA,EMP,HIG,FCL,RCL;BRIN,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/261.006.003
261.006.086;7896779618644;4;Caixa Organizadora Baixa Rattan com Tampa;7 L;1;BPA,BRA,EMP,HIG,FCL,RCL;BRIN,ROUP,CONF,PECA,FERR,ESCR,DOCU;nitron.com.br/p/261.006.086
268.006.M02;7896779668830;4;Caixa Juta Europa com Tampa Teca;5.3 L;1;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/268.006.M02
268.006.M03;7896779668847;4;Caixa Juta Europa com Tampa Teca;5.3 L;1;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/268.006.M03
268.012.002;7896779626847;4;Cesto Europa Juta;5.3 L;1;BPA,BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/268.012.002
268.012.003;7896779626816;4;Cesto Europa Juta;5.3 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/268.012.003
269.004.M02;7896779669936;4;Caixa Juta Europa com Tampa Teca;10.8 L;1;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/269.004.M02
269.004.M03;7896779669943;4;Caixa Juta Europa com Tampa Teca;10.8 L;1;BRA,EMP,HIG,FCL;BRIN,PET,ROUP,DOCU,DECO;nitron.com.br/p/269.004.M03
269.012.002;7896779626946;4;Cesto Europa Juta;10.8 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/269.012.002
269.012.003;7896779626915;4;Cesto Europa Juta;10.8 L;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/269.012.003
270.002.M02;7896779670086;4;Caixa Juta Europa com Tampa Teca;18.7 L;1;BRA,EMP,FCL;BRIN,PET,ROUP,DOCU,DECO;nitron.com.br/p/270.002.M02
270.002.M03;7896779627059;4;Caixa Juta Europa com Tampa Teca;18.7 L;1;BRA,EMP,HIG,FCL;BRIN,ROUP,DOCU,DECO;nitron.com.br/p/270.002.M03
270.006.002;7896779627042;4;Cesto Europa Juta;18.7 L;1;BPA,BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/270.006.002
270.006.003;7896779627011;4;Cesto Europa Juta;18.7 L;1;BRA,EMP,FCL,RCL;BRIN,PET,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/270.006.003
277.012.002;7896779627745;4;Cesto Juta com Alça;5.6 L;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/277.012.002
277.012.003;7896779677146;4;Cesto Juta com Alça;5.6 L;1;BRA,EMP,FCL,RCL;PET,ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/277.012.003
279.012.024;7896779679126;2;Pote Alho Acoplado com Rosca;500 ML;1;BPA,ATX,BRA,MIC;TEMP,SOBR,MANT,GRAO;nitron.com.br/p/279.012.024
281.036.999;7896779681129;1;Concha para Cereais;150 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/281.036.999
283.004.002;7896779628339;3;Lixeira Juta com Pedal;12 L;1;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/283.004.002
283.004.003;7896779683116;3;Lixeira Juta com Pedal;12 L;1;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/283.004.003
283.004.086;7896779683215;3;Lixeira Juta com Pedal;12 L;1;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/283.004.086
284.012.002;7896779628445;3;Cesto Transporta Tudo;;1;ATX,BRA,FCL,RCL;LIMP,ROUP,BANH;nitron.com.br/p/284.012.002
284.012.003;7896779628414;3;Cesto Transporta Tudo;;1;ATX,BRA,FCL,RCL;LIMP,ROUP,BANH;nitron.com.br/p/284.012.003
293.006.002;7896779693122;3;Kit Potes Acoplados com 5 Peças;;5;BPA,ATX,BRA,HER,LAV,EMP;ACUC,CAFE,GRAO,MANT,FARI,MASS;nitron.com.br/p/293.006.002
293.006.003;7896779629329;3;Kit Potes Acoplados com 5 Peças;;5;BPA,ATX,BRA,HER,LAV,EMP;ACUC,CAFE,GRAO,PET,MANT,FARI;nitron.com.br/p/293.006.003
300.012.001;7896779630011;2;Pote Raso Retangular;460 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/300.012.001
300.012.003;7896779630097;2;Pote Raso Retangular;460 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/300.012.003
301.012.001;7896779601158;2;Pote Raso Retangular;950 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/301.012.001
301.012.003;7896779630196;2;Pote Raso Retangular;950 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/301.012.003
302.012.001;7896779630219;3;Pote Raso Retangular;1.9 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/302.012.001
302.012.003;7896779630295;3;Pote Raso Retangular;1.9 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/302.012.003
303.012.001;7896779603152;3;Pote Raso Retangular;3.2 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/303.012.001
303.012.003;7896779630370;3;Pote Raso Retangular;3.2 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/303.012.003
305.006.520;7896779605156;2;Travessa Oval Canelada com Tampa;650 ML;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/305.006.520
306.006.520;7896779630615;3;Travessa Oval Canelada com Tampa;1.2 L;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/306.006.520
307.006.520;7896779630714;3;Travessa Oval Canelada com Tampa;2.5 L;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/307.006.520
308.006.520;7896779630813;4;Organiza e Guarda com 3 Divisórias;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/308.006.520
311.012.001;7896779600090;2;Mamita e Pote 2 em 1;780 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.001
311.012.002;7896779618194;2;Mamita e Pote 2 em 1;780 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.002
311.012.515;7896779611157;2;Mamita & Pote 2 em 1;780 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.515
311.012.517;7896779631131;2;Mamita & Pote 2 em 1;780 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.517
313.006.560;7896779613038;4;Organizador de Cosméticos com 2 Gavetas;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/313.006.560
313.006.561;7896779613076;4;Organizador de Cosméticos com 2 Gavetas;;1;BRA,EMP,FCL,RCL;PET,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/313.006.561
313.006.562;7896779613052;4;Organizador de Cosméticos com 2 Gavetas;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/313.006.562
314.006.560;7896779614011;4;Organizador de Cosméticos com 1 Gaveta;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/314.006.560
314.006.561;7896779614066;4;Organizador de Cosméticos com 1 Gaveta;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/314.006.561
314.006.562;7896779614028;4;Organizador de Cosméticos com 1 Gaveta;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/314.006.562
317.006.P01;7896779631742;2;Kit POP com 5 Marmitas Fits;500 ML;5;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/317.006.P01
317.012.001;7896779617029;2;Marmita Fit;500 ML;1;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/317.012.001
317.012.003;7896779631711;2;Marmita Fit;500 ML;1;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/317.012.003
319.006.P01;7896779631964;1;Kit POP c/ 6 Potes Quadrados;250 ML;6;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/319.006.P01
319.012.001;7896779619047;1;Pote Modular;250 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/319.012.001
319.012.003;7896779631926;1;Pote Modular;250 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/319.012.003
320.012.001;7896779620029;2;Pote Modular;450 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/320.012.001
320.012.003;7896779632022;2;Pote Modular;450 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/320.012.003
321.012.001;7896779621040;2;Pote Modular;800 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/321.012.001
321.012.003;7896779632176;2;Pote Modular;800 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/321.012.003
322.006.001;7896779622054;3;Pote Modular;1.2 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/322.006.001
322.006.003;7896779632268;3;Pote Modular;1.2 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/322.006.003
323.006.001;7896779623044;3;Pote Modular;2.4 L;1;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/323.006.001
323.006.003;7896779632329;3;Pote Modular;2.4 L;1;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/323.006.003
348.012.576;7896779634811;2;Porta Presunto com Tela;460 ML;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/348.012.576
349.012.575;7896779634910;2;Porta Queijo com Tela;460 ML;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/349.012.575
350.012.577;7896779635016;2;Porta Frios com Tela;460 ML;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/350.012.577
351.012.001;7896779635115;1;Kit Potes Modulares c/ 3 Pçs;250 ML;3;BPA,ATX,BRA;TEMP,MANT,GRAO;nitron.com.br/p/351.012.001
351.012.003;7896779635177;1;Kit Potes Modulares c/ 3 Pçs;250 ML;3;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/351.012.003
352.012.001;7896779635214;2;Kit Potes Modulares com 3 Peças;450 ML;3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/352.012.001
352.012.003;7896779635252;2;Kit Potes Modulares com 3 Peças;450 ML;3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/352.012.003
353.006.001;7896779635313;2;Kit Potes Modulares com 6 Peças;800 ML;6;BPA,ATX,BRA,HER;FARI,GRAO,BISC,MANT;nitron.com.br/p/353.006.001
353.006.003;7896779635344;2;Kit Potes Modulares com 6 Peças;800 ML;6;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/353.006.003
359.012.003;7896779623815;3;Pote Arroz Acoplado com Rosca;2 L;1;BPA,ATX,BRA,MIC,FRZ,HER;GRAO,MANT,CAFE,ACUC,FARI,MASS;nitron.com.br/p/359.012.003
360.012.003;7896779623822;3;Pote Feijão Acoplado com Rosca;2 L;1;BPA,ATX,BRA,MIC,FRZ,HER;GRAO,MANT,CAFE,ACUC,FARI,MASS;nitron.com.br/p/360.012.003
361.012.003;7896779638123;3;Pote Farinha Acoplado com Rosca;2 L;1;BPA,ATX,BRA,MIC,FRZ,HER;FARI,MANT,GRAO,CAFE,ACUC,MASS;nitron.com.br/p/361.012.003
362.012.003;7896779622382;3;Pote Açúcar Acoplado com Rosca;2 L;1;BPA,ATX,BRA,MIC,FRZ,HER;ACUC,MANT,GRAO,CAFE,FARI,MASS;nitron.com.br/p/362.012.003
363.012.003;7896779632381;3;Pote Café Acoplado com Rosca;2 L;1;BPA,ATX,BRA,LAV,EMP,HIG;CAFE,MANT,GRAO,ACUC,FARI,MASS;nitron.com.br/p/363.012.003
369.006.001;7896779636945;2;Kit Porta Frios com 3 Peças;460 ML;3;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/369.006.001
3760.012.001;7896779603763;3;Pote Quadrado com Travas;3.7 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3760.012.001
3760.012.003;7896779637645;3;Pote Quadrado com Travas;3.7 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3760.012.003
3770.012.001;7896779677153;3;Pote Quadrado com Travas;1.8 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3770.012.001
3770.012.003;7896779637744;3;Pote Quadrado com Travas;1.8 L;1;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3770.012.003
3780.012.001;7896779678143;2;Pote Quadrado com Travas;860 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3780.012.001
3780.012.003;7896779678167;2;Pote Quadrado com Travas;860 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3780.012.003
3790.006.862;7896779679027;1;Kit Pote Quad. Coloratto c/ 3 Pçs;360 ML;3;BPA,ATX,BRA;SOBR,MANT,FRIO;nitron.com.br/p/3790.006.862
3790.006.P01;7896779679041;1;Kit POP 6 Potes Quadrados;360 ML;6;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/3790.006.P01
3790.012.001;7896779679140;1;Pote Quadrado com Travas;360 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/3790.012.001
3790.012.003;7896779637973;1;Pote Quadrado com Travas;360 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/3790.012.003
380.024.001;7896779680191;4;Organizador Mini Modular;150 ML;1;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/380.024.001
380.024.002;7896779638062;4;Organizador Mini Modular;150 ML;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/380.024.002
380.024.003;7896779638055;4;Organizador Mini Modular;150 ML;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/380.024.003
381.012.001;7896779681181;4;Organizador Longo Modular;850 ML;1;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/381.012.001
381.012.002;7896779638130;4;Organizador Longo Modular;850 ML;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/381.012.002
381.012.003;7896779638161;4;Organizador Longo Modular;850 ML;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/381.012.003
