CODPROD;REFERENCIA;DESCRICAO SANKHYA;LAYOUT;NOME PT;NOME EN;NOME ES;CAP VALOR;CAP UNID;QTD PECAS;LARG CM;ALT CM;PROF CM;SELOS;APLICACOES;URL QR
;155.006.861;Kit Pote Alto Coloratto com 2 Peças - 850 ml;2;Kit Pote Alto Coloratto com 2 Pçs;Coloratto Tall container Kit w/ 2 pcs;Coloratto Kit de Recipiente Alta c/ 2 pzs;850.0;ML;2;17.0;18.0;11.0;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/155.006.861
;155.012.001;Pote Alto com Travas - Transparente 850ml;2;Pote Alto com Travas;Tall container with Locks;Recipientes Alta con Cerraduras;850.0;ML;1;17.0;9.0;11.0;BPA,ATX,BRA,FRZ;TEMP,MANT,GRAO,CAFE;nitron.com.br/p/155.012.001
;155.012.003;Pote Alto com Travas - Preto 850ml;2;Pote Alto com Travas;Tall container with Locks;Recipientes Alta con Cerraduras;850.0;ML;1;17.0;9.0;11.0;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/155.012.003
;156.012.001;Pote Alto com Travas - Transparente 2,2L;3;Pote Alto com Travas;Tall container with Locks;Recipientes Alta con Cerraduras;2.2;L;1;22.0;12.0;14.0;BPA,ATX,BRA,FRZ,HER,LAV;TEMP,MANT,GRAO,CAFE,ACUC,FARI;nitron.com.br/p/156.012.001
;156.012.003;Pote Alto com Travas - Preto 2,2L;3;Pote Alto com Travas;Tall container with Locks;Recipientes Alta con Cerraduras;2.2;L;1;22.0;12.0;14.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/156.012.003
;157.024.009;Pote Tomatinho com Travas - 850ml (157);2;Pote Tomatinho com Travas;Tomato container with Locks;Recipientes Tomate Con Cerraduras;850.0;ML;1;17.0;8.5;11.0;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/157.024.009
;158.024.029;Pote Feijão com Travas - 850ml (158);2;Pote Feijão com Travas;Bean container with Locks;Frijol con cerradura;850.0;ML;1;17.0;8.5;11.0;BPA,ATX,BRA,HER;GRAO,MANT,CAFE,ACUC;nitron.com.br/p/158.024.029
;161.012.002;Porta Tudo - Branco 1L (161/B);4;Porta Tudo;All-in-One Storage;Portatodo;1.0;L;1;23.0;9.8;13.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/161.012.002
;161.012.003;Porta Tudo - Preto 1L (161/P);4;Porta Tudo;All-in-One Storage;Portatodo;1.0;L;1;23.0;9.8;13.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/161.012.003
;162.012.002;Cesto com Alça - Branco 8,5L (162/P);4;Cesto com Alça;Basket with Handle;Cesta con Asa;8.5;L;1;36.8;14.8;24.4;BRA,EMP,HIG,FCL,RCL;BRIN,PECA,FERR,ESCR,DOCU,ROUP;nitron.com.br/p/162.012.002
;162.012.003;Cesto com Alça - Preto 8,5L (162/B);4;Cesto com Alça;Basket with Handle;Cesta con Asa;8.5;L;1;36.8;14.8;24.4;BRA,EMP,HIG,FCL,RCL;BRIN,PECA,FERR,ESCR,DOCU,ROUP;nitron.com.br/p/162.012.003
;163.004.002;Lixeira Vime - Branca 12L (163/B);3;Lixeira Vime;Wicker Trash Can;Papelera de Mimbre;12.0;L;1;27.0;32.0;23.2;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/163.004.002
;163.004.003;Lixeira Vime - Preta 12L (163/B);3;Lixeira Vime;Wicker Trash Can;Papelera de Mimbre;12.0;L;1;27.0;32.0;23.2;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/163.004.003
;163.004.086;Lixeira Vime - Chumbo 12L;3;Lixeira Vime;Wicker Trash Can;Papelera de Mimbre - Plumo;12.0;L;1;27.0;32.0;23.2;BPA,BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/163.004.086
;164.006.001;Maleta Organiza Tudo com Divisórias Móveis (164);4;Maleta Organiza Tudo com Divisórias Móveis;Case Organize Everything w/ Mobile Dividers;El maletín Organice todo con Div. móviles;;;1;38.7;5.0;29.6;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/164.006.001
;165.006.002;Escorredor de Pratos - Branco (165/B);3;Escorredor de Pratos;Dish Drainer;Escurreplatos;;;1;49.0;11.1;35.5;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/165.006.002
;165.006.003;Escorredor de Pratos - Preto;3;Escorredor de Pratos;Dish Drainer;Escurridor de platos;;;1;49.0;11.1;35.5;BPA,ATX,BRA,LAV,FCL;COZI;nitron.com.br/p/165.006.003
;165.006.086;Escorredor de Pratos - Chumbo (165/B);3;Escorredor de Pratos;Dish Drainer;Escurreplatos;;;1;49.0;11.1;35.5;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/165.006.086
;166.024.001;Porta Biscoitos e Terradas - 650ml (166);2;Porta Biscoitos e Terradas;Cookie Holder;Porta galletas;650.0;ML;1;23.1;8.9;9.1;BPA,ATX,BRA,LAV;BISC,MANT,GRAO,CAFE;nitron.com.br/p/166.024.001
;167.010.003;Cabide Still com 10 Peças - Preto;4;Cabide Still com 10 Peças;Still Hanger with 10 Pieces;Percha Still con 10 Piezas;;;10;39.0;19.5;7.0;BRA,EMP,FCL,RCL;ROUP;nitron.com.br/p/167.010.003
;167.012.001;Cabide Still com 3 Peças - Transparente;4;Cabide Still com 3 Peças;Still Hanger with 3 Pieces;Percha Still con 3 Piezas;;;3;39.0;19.5;2.1;BRA,EMP,FCL,TRP,RCL;ROUP;nitron.com.br/p/167.012.001
;169.012.002;Boleira Barcelona com Alça - Branca;3;Boleira Barcelona com Alça;Barcelona Cake Stand with Handle;Boleira Barcelona con Correa;;;1;30.5;13.2;30.5;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/169.012.002
;169.012.003;Boleira Barcelona com Alça - Preto;3;Boleira Barcelona com Alça;Barcelona Cake Stand with Handle;Globo Barcelona con Correa;;;1;30.5;13.2;30.5;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/169.012.003
;170.006.027;Caixa de Ferramentas Nitronfort - Amarela 16L;4;Caixa de Ferramentas Nitronfort;Nitronfort Tool Box;Caja de herramientas Nitronfort;16.0;L;1;40.3;18.3;22.3;BRA,EMP,FCL,RCL;FERR,PECA,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/170.006.027
;170.006.028;Caixa de Ferramentas Nitronfort - Laranja 16L (170);4;Caixa de Ferramentas Nitronfort;Nitronfort Tool Box;Caja de herramientas Nitronfort;16.0;L;1;40.3;18.3;22.3;BRA,EMP,FCL,RCL;FERR,PECA,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/170.006.028
;170.006.045;Caixa de Ferramentas Nitronfort - Azul 16L;4;Caixa de Ferramentas Nitronfort;Nitronfort Tool Box;Caja de herramientas Nitronfort;16.0;L;1;40.3;18.3;22.3;BRA,EMP,FCL,RCL;FERR,PECA,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/170.006.045
;172.012.998;Pá de Lixo com Cabo;3;Pá de Lixo com Cabo;;;;;1;24.6;66.6;18.0;ATX,BRA,FCL,RCL;LIMP;nitron.com.br/p/172.012.998
;172.012.999;Pá de Lixo com Cabo (172);3;Pá de Lixo com Cabo;Dustpan with Handle;Recogedor con mango;;;1;24.6;66.6;18.0;ATX,BRA,FCL,RCL;LIMP;nitron.com.br/p/172.012.999
;173.012.002;Lixeira Fenix - Branca 4,2L (173/B);3;Lixeira Fenix;Fenix ​​Bin;Papelera Fenix ​​​​Blanco;4.2;L;1;20.0;29.2;20.0;BRA,TBA,HIG,FCL,RCL;PET,LIMP,LIXO,COZI,BANH;nitron.com.br/p/173.012.002
;173.012.003;Lixeira Fenix - Preta 4,2L;3;Lixeira Fenix;Fenix ​​Bin;Cubo de basura Fenix ​​​​;4.2;L;1;20.0;29.2;20.0;BRA,TBA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/173.012.003
;176.024.001;Pote com Válvula e Travas - 600ml (176);2;Pote com Válvula e Travas;Pot with Valve and Locks;Recipientes c/ Válvula y Cerraduras;600.0;ML;1;14.8;5.7;11.9;BPA,ATX,BRA,VLV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/176.024.001
;177.012.002;Cesto com Alça - Branco 5L (177/B);4;Cesto com Alça;Basket with Handle;Cesta con Asa;5.0;L;1;28.0;13.5;19.3;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/177.012.002
;177.012.003;Cesto com Alça - Preto 5L (177/P);4;Cesto com Alça;Basket with Handle;Cesta con Asa;5.0;L;1;28.0;13.5;19.3;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/177.012.003
;178.024.001;Caçarola Micro-ondas - Transparente 1,5L (178);3;Caçarola Micro-ondas;Microwave Casserole;Cacerola para Microondas;1.5;L;1;20.5;10.0;17.5;BPA,ATX,BRA,MIC,LAV,TRP;SOBR,FRIO,COZI;nitron.com.br/p/178.024.001
;179.024.001;Porta Frios com Pinça - 1,1L (179);3;Porta Frios com Pinça;Cold Cuts Holder with Tongs;Soporte para almacenamiento en frío c/ pinzas;1.1;L;1;26.2;5.3;17.5;BPA,ATX,BRA,LAV,HIG;COZI,MANT,TEMP;nitron.com.br/p/179.024.001
;182.012.002;Jarra com Tampa Flip Top - Branco 4L;3;Jarra com Tampa Flip Top;Jug with Flip Top Lid;Tarro con tapa abatible;4.0;L;1;23.0;26.7;12.4;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/182.012.002
;182.012.546;Jarra com Tampa Flip Top - Vermelho 4L;3;Jarra com Tampa Flip Top;Jug with Flip Top Lid;Tarro con tapa abatible;4.0;L;1;23.0;26.7;12.4;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/182.012.546
;184.010.003;Cabide com 10 Peças - Preto;4;Cabide com 10 Peças;Hanger with 10 Pieces;Percha con 10 Piezas;;;10;28.1;15.2;7.0;BRA,EMP,FCL,RCL;ROUP;nitron.com.br/p/184.010.003
;184.016.001;Cabide com 3 Peças - Transparente;4;Cabide com 3 Peças;Hanger with 3 Pieces;Percha con 3 Piezas;;;3;28.1;15.2;2.1;BRA,EMP,FCL,TRP,RCL;ROUP;nitron.com.br/p/184.016.001
;185.012.002;Porta Vassouras com 9 Posições - Branco (185/B);2;Porta Vassouras com 9 Posições;Broom Holder with 4 Slots;Portaescobas con 4 Ranuras;;;1;34.0;5.0;5.0;BPA,ATX,BRA,FCL;FERR,PREG,LIMP,ROUP;nitron.com.br/p/185.012.002
;185.012.003;Porta Vassouras com 9 Posições - Preto (185/P);2;Porta Vassouras com 9 Posições;Broom Holder with 4 Slots;Portaescobas con 4 Ranuras;;;1;34.0;5.0;5.0;ATX,BRA,FCL,RCL;LIMP,ROUP,BANH;nitron.com.br/p/185.012.003
;186.006.002;Frasqueira Medicamentos Mega Luxo - Branca 12L (186);4;Frasqueira Medicamentos Mega Luxo;Medic Mega Luxury Case;Estuche Médico Mega Lujo;12.0;L;1;37.0;22.0;25.0;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/186.006.002
;186.006.009;Frasqueira Medicamentos Mega Luxo - Vermelha 12L;4;Frasqueira Medicamentos Mega Luxo;Medic Mega Luxury Case;Estuche Médico Mega Lujo;12.0;L;1;37.0;22.0;25.0;BPA,BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/186.006.009
;187.006.001;Organiza Tudo com Divisórias Móveis (187);4;Organiza Tudo com Divisórias Móveis;Organize Everything with Mobile Dividers;Organiza todo con divisores móviles;;;1;36.0;6.0;27.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/187.006.001
;188.012.002;Escorredor de Pratos Super Prático - Branco (188/B);3;Escorredor de Pratos Super Prático;Super Practical Dish Drainer;Escurridor de platos súper práctico;;;1;36.0;10.5;26.5;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/188.012.002
;188.012.003;Escorredor de Pratos Super Prático - Preto (188/B);3;Escorredor de Pratos Super Prático;Super Practical Dish Drainer;Escurridor de platos súper práctico;;;1;36.0;10.5;26.5;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/188.012.003
;188.012.086;Escorredor de Pratos Super Prático - Chumbo (188/B);3;Escorredor de Pratos Super Prático;Super Practical Dish Drainer;Escurridor de platos súper práctico;;;1;36.0;10.5;26.5;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/188.012.086
;190.012.001;Kit Potes Altos com Travas e 3 Peças - Transparente (190);3;Kit Potes Altos com Travas e 3 Peças;Kit of Tall containers w/ Locks and 3 pcs;Kit Recipientes Altas c/ Cerraduras y 3 pzs;;;3;20.8;21.8;14.5;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/190.012.001
;190.012.003;Kit Potes Altos com Travas e 3 Peças - Preto;3;Kit Potes Altos com Travas e 3 Peças;Kit of Tall containers w/ Locks and 3 pcs;Kit de Recipientes Altas c/ Cerraduras y 3 pzs;;;3;20.8;21.8;14.5;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/190.012.003
;191.012.001;Pote com 2 Divisórias - Transparente 720ml;2;Pote com 2 Divisórias;2-Compartment container;Recipientes con 2 Divisores;720.0;ML;1;17.0;6.7;17.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/191.012.001
;191.012.003;Pote com 2 Divisórias - Preto 720ml;2;Pote com 2 Divisórias;2-Compartment container;Recipientes con 2 Divisores;720.0;ML;1;17.0;6.7;17.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/191.012.003
;193.024.001;Saboneteira com Telinha - Transparente;1;Saboneteira com Telinha;Soap Dish with Mesh;Jabonera con Pantalla;;;1;10.8;4.2;7.8;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/193.024.001
;193.024.066;Saboneteira com Telinha - Fumê;1;Saboneteira com Telinha;Soap Dish with Mesh;Jabonera con Pantalla;;;1;10.8;4.2;7.8;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/193.024.066
;194.012.009;Caçarola Legumix Micro-ondas com Cesto - Transparente 2,6L (194);3;Caçarola Legumix Micro-ondas com Cesto;Microwave Legumix Casserole with Basket;Cazuela Legumix para Microond. con Cesta;2.6;L;1;26.5;15.2;22.0;BPA,ATX,BRA,MIC,LAV,TRP;GRAO,SOBR,FRIO,COZI;nitron.com.br/p/194.012.009
;195.006.012;Frasqueira Cristal com Divisórias - Rosa 1,5L;4;Frasqueira Cristal com Divisórias;Crystal Case with Dividers;Estuche Cristal con Divisiones;1.5;L;1;20.2;11.0;11.5;BRA,EMP,HIG,FCL,TRP;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/195.006.012
;195.006.609;Frasqueira Cristal com Divisórias - Preto 1,5L;4;Frasqueira Cristal com Divisórias;Crystal Case with Dividers;Estuche Cristal con Divisiones;1.5;L;1;20.2;11.0;11.5;BRA,EMP,HIG,FCL,TRP;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/195.006.609
;196.006.001;Pote Premium - Transparente 7,9L;3;Pote Premium;Premium container;Recipientes Premium;7.9;L;1;39.0;12.0;26.0;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/196.006.001
;197.024.010;Marmita Due com Divisória Móvel - 600ml (197);2;Marmita Due com Divisória Móvel;Long Term Lunch Box w/ Movable Divider;Fiambrera Due con Divisor Móvil;600.0;ML;1;14.8;5.7;11.9;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/197.024.010
;198.012.001;Estojo Super Prático - Transparente;4;Estojo Super Prático;Super Practical Case;Estuche Súper Práctico;;;1;20.0;4.0;6.4;BPA,BRA,EMP,FCL,TRP,RCL;HIGI,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/198.012.001
;198.012.066;Estojo Super Prático - Fumê;4;Estojo Super Prático;Super Practical Case;Estuche Súper Práctico;;;1;20.0;4.0;6.4;BPA,BRA,EMP,FCL,RCL;HIGI,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/198.012.066
;199.006.001;Caixa Organizadora Nitronbox - Transparente 27L;4;Caixa Organizadora Nitronbox;Nitronbox Storage Box –;Caja Organizadora Nitronbox –;27.0;L;1;57.5;17.0;39.5;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/199.006.001
;200.004.001;Caixa Organizadora Nitronbox - Transparente 50L;4;Caixa Organizadora Nitronbox;Nitronbox Storage Box –;Caja Organizadora Nitronbox –;50.0;L;1;57.5;31.5;39.5;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/200.004.001
;202.006.001;Frasqueira Oval com Bandeja - Rosa;4;Frasqueira Oval com Bandeja;Oval Case with Tray - Aqua;Estuche Médico Ovalado con Bandeja - Aqua;4.4;L;1;27.0;18.0;17.7;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/202.006.001
;202.006.002;Frasqueira Medicamentos Oval com Bandeja - Branca 4,4L;4;Frasqueira Medicamentos Oval com Bandeja;Medic Oval Case with Tray;Estuche Médico Ovalado con Bandeja;4.4;L;1;27.0;18.0;17.7;BRA,EMP,FCL;MEDI,COSM,MAQU,HIGI;nitron.com.br/p/202.006.002
;202.006.009;Frasqueira Medicamentos Oval com Bandeja - Vermelha 4,4L;4;Frasqueira Medicamentos Oval com Bandeja;Medic Oval Case with Tray;Estuche Médico Ovalado con Bandeja;4.4;L;1;27.0;18.0;17.7;BRA,EMP,FCL;MEDI,PET,COSM,MAQU,HIGI;nitron.com.br/p/202.006.009
;202.006.012;Frasqueira Oval com Bandeja - Rosa;4;Frasqueira Oval com Bandeja;Oval Case with Tray;Estuche Médico Ovalado con Bandeja;4.4;L;1;27.0;18.0;17.7;BRA,EMP,FCL;COST,PET,MEDI,COSM,MAQU,HIGI;nitron.com.br/p/202.006.012
;203.006.003;Pote Ultraforte com Tela e Travas - Preto 4L;3;Pote Ultraforte com Tela e Travas;Ultrastrong container w/ Screen and Locks;Recipientes Ultrafuerte c/ Pantalla y Seguros;4.0;L;1;30.0;10.5;20.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/203.006.003
;205.006.861;Kit Pote Fit Coloratto com 2 Peças - 450ml (285/K);2;Kit Pote Fit Coloratto com 2 Peças;Coloratto Fit container Kit w/ 2 pcs;Kit de Recipientes Coloratto Fit c/ 2 pzs;450.0;ML;2;11.8;11.4;9.5;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/205.006.861
;205.006.862;Kit Pote Fit Coloratto com 3 Peças - 450ml (290/K);2;Kit Pote Fit Coloratto com 3 Peças;Coloratto Fit container Kit w/ 3 pcs;Kit de Recipientes Coloratto Fit c/ 3 pzs;450.0;ML;3;11.8;17.1;9.5;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/205.006.862
;205.006.P01;Kit POP com 6 Potes Fits - Transparente 450ml;2;Kit POP com 6 Potes Fits;POP Kit with 6 Fits Containers –;Kit POP con 6 Recipientes Fits –;450.0;ML;6;23.6;16.8;9.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/205.006.P01
;205.012.001;Pote Retangular Fit - Transparente 450ml;2;Pote Retangular Fit;Fit Rectangular container;Maceta Fit Rectangular;450.0;ML;1;11.9;5.6;9.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/205.012.001
;205.012.003;Pote Retangular Fit - Preto 450ml;2;Pote Retangular Fit;Fit Rectangular container;Maceta Fit Rectangular;450.0;ML;1;11.9;5.6;9.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/205.012.003
;207.012.002;Jarra Medidora Top Mix - Branco 850ml;2;Jarra Medidora Top Mix;Top Mix Measuring Jug;Tarro medidor Top Mix;850.0;ML;1;14.2;17.7;9.9;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/207.012.002
;207.012.547;Jarra Medidora Top Mix - Vermelho 850ml;2;Jarra Medidora Top Mix;Top Mix Measuring Jug;Tarro medidor Top Mix;850.0;ML;1;14.2;17.7;9.9;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/207.012.547
;207.024.001;Jarra Medidora Top Mix - Transparente 850ml;2;Jarra Medidora Top Mix;Top Mix Measuring Jug;Tarro Medidor Top Mix;850.0;ML;1;14.2;17.7;9.9;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/207.024.001
;209.012.003;Marmita com Porta Talheres - Preto 715ml;2;Marmita com Porta Talheres;Lunch Box with Cutlery Holder;Fiambrera con portacubiertos;715.0;ML;1;21.3;6.4;11.0;BPA,ATX,BRA,MIC;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/209.012.003
;211.012.002;Cantoneira para banheiro Smart - Brancp (211/B);3;Cantoneira para banheiro Smart;Smart bathroom corner;Cantoneira de baño Smart;;;1;26.7;30.0;17.0;BRA,HIG,FCL,RCL;DECO;nitron.com.br/p/211.012.002
;211.012.003;Cantoneira para banheiro Smart - Preto (211/B);3;Cantoneira para banheiro Smart;Smart bathroom corner;Cantoneira de baño Smart;;;1;26.7;30.0;17.0;BRA,HIG,FCL,RCL;DECO;nitron.com.br/p/211.012.003
;212.012.003;Pote com Travas e 2 Divisórias - Preto 600ml;2;Pote com Travas e 2 Divisórias;Pot with Locks and 2 Dividers;Recipientes c/ Cerraduras y 2 Div.;600.0;ML;1;17.4;6.0;13.0;BPA,ATX,BRA,MIC;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/212.012.003
;214.006.002;Organizador Multiuso Rattan com 6 Divisórias - Branco (214/B);4;Organizador Multiuso Rattan com 6 Divisórias;Multipurpose Rattan Organizer with 6 Comp.;Organizador multiusos de ratán con 6 Div.;;;1;19.3;17.8;16.0;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/214.006.002
;214.006.003;Organizador Multiuso Rattan com 6 Divisórias - Preto (214/B);4;Organizador Multiuso Rattan com 6 Divisórias;Multipurpose Rattan Organizer with 6 Comp.;Organizador multiusos de ratán con 6 Div.;;;1;19.3;17.8;16.0;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/214.006.003
;214.006.086;Organizador Multiuso Rattan com 6 Divisórias - Chumbo;4;Organizador Multiuso Rattan com 6 Divisórias;Multipurpose Rattan Organizer with 6 Comp.;Organizador multiusos de ratán c/ 6 Div. - Plumo;;;1;19.3;17.8;16.0;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/214.006.086
;215.012.003;Pote Ultraforte com Travas - Preto 2,1L;3;Pote Ultraforte com Travas;Ultrastrong Pot with Locks;Recipientes Ultrafuerte con Cerraduras;2.1;L;1;25.0;8.7;16.5;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/215.012.003
;216.012.003;Pote Ultraforte com Travas - Preto 4L;3;Pote Ultraforte com Travas;Ultrastrong Pot with Locks;Recipientes Ultrafuerte con Cerraduras;4.0;L;1;30.0;10.5;20.0;BPA,ATX,BRA,MIC,HER,LAV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/216.012.003
;217.012.003;Pote Ultraforte com Travas - Preto 6,9L;3;Pote Ultraforte com Travas;Ultrastrong Pot with Locks;Recipientes Ultrafuerte con Cerraduras;6.9;L;1;35.0;12.8;24.0;BPA,ATX,BRA,MIC,HER,LAV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/217.012.003
;219.006.563;Frasqueira Rattan - Rosa 9,4L;4;Frasqueira Rattan;Rattan Case - Rosé;Estuche de Ratán - Rosado;9.4;L;1;32.7;21.0;23.0;BRA,EMP,HIG,FCL;MAQU,MEDI,COSM,HIGI;nitron.com.br/p/219.006.563
;221.012.002;Saleiro Premier com Alça - Transparente e Branco 1 Kg;2;Saleiro Premier com Alça;Premier Salt Shaker with Handle;Salero Premier con Mango;1.0;KG;1;15.5;13.2;11.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/221.012.002
;221.012.003;Saleiro Premier com Alça - Transparente e Preto 1 Kg;2;Saleiro Premier com Alça;Premier Salt Shaker with Handle;Salero Premier con Mango;1.0;KG;1;15.5;13.2;11.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/221.012.003
;222.012.002;Jarra com Tampa Flip Top - Branco 1,4L;3;Jarra com Tampa Flip Top;Jug with Flip Top Lid;Jarra con tapa abatible;1.4;L;1;18.5;15.5;10.0;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/222.012.002
;222.012.546;Jarra com Tampa Flip Top - Vermelho 1,4L;3;Jarra com Tampa Flip Top;Jug with Flip Top Lid;Jarra con tapa abatible;1.4;L;1;18.5;15.5;10.0;BPA,ATX,BRA,LAV;BEBI,COZI;nitron.com.br/p/222.012.546
;2231.024.009;Porta Frios com Tela;3;Porta Frios com Tela;Cold Cuts Holder with Screen;Soporte para almacenamiento en frío c/ pantalla;1.4;L;1;24.5;5.0;18.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/2231.024.009
;2232.012.009;Porta Frios Duplo com Tela;3;Porta Frios Duplo com Tela;Double Cold Cuts Holder with Screen;Frigorífico Doble Frío con Mampara;2.8;L;1;24.5;9.0;18.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/2232.012.009
;224.012.002;Porta Talher Escorre e Guarda - Branco;3;Porta Talher Escorre e Guarda;Cutlery Holder Drains and Stores;Soporte para detergente para drenaje y retención;;;1;18.5;24.0;9.5;BPA,ATX,BRA,LAV,HIG,FCL;PET,COZI,MANT,TEMP;nitron.com.br/p/224.012.002
;224.012.003;Porta Talher Escorre e Guarda - Preto;3;Porta Talher Escorre e Guarda;Cutlery Holder Drains and Stores;Portacubiertos para drenaje y retención;;;1;18.5;24.0;9.5;BPA,ATX,BRA,LAV,HIG,FCL;PET,COZI,MANT,TEMP;nitron.com.br/p/224.012.003
;224.012.086;Porta Talher Escorre e Guarda - Chumbo;3;Porta Talher Escorre e Guarda;Detergent Holder Drains and Stores;Portacubiertos para drenaje y retención;;;1;18.5;24.0;9.5;BPA,ATX,BRA,LAV,HIG;PET,COZI,MANT,TEMP;nitron.com.br/p/224.012.086
;227.036.998;Copo Infantil com Alça - Sortido 320ml;2;Copo Infantil com Alça;;;;;1;11.0;12.2;8.0;BPA,ATX,BRA,LAV;BEBI,BRIN;nitron.com.br/p/227.036.998
