modulo,area,prateleira,altura_face_mm,zona,vao_livre_mm,facing,facings_na_prateleira,ordem,referencia,nome,ambiente,categoria,frente_mm,profundidade_min_mm,altura_mm,faturamento_12m,clientes
35,Paredão do fundo,5,1542,olhos,350,1,1,5,211.012.003,Cantoneira Para Banheiro Smart - Preto (211/P),BANHO E LAVANDERIA,BANHEIRO,173,285,300,93948.91,427
36,Parede de entrada,1,100,chao,247,3,4,1,408.012.002,Kit Churros Fácil,COZINHA,DECOR,165,285,235,606220.53,839
36,Parede de entrada,2,362,chao,247,3,4,1,408.012.002,Kit Churros Fácil,COZINHA,DECOR,165,285,235,606220.53,839
36,Parede de entrada,3,624,chao,247,3,4,1,408.012.002,Kit Churros Fácil,COZINHA,DECOR,165,285,235,606220.53,839
36,Parede de entrada,4,886,maos,247,3,4,1,408.012.002,Kit Churros Fácil,COZINHA,DECOR,165,285,235,606220.53,839
36,Parede de entrada,5,1148,maos,247,3,4,1,408.012.002,Kit Churros Fácil,COZINHA,DECOR,165,285,235,606220.53,839
36,Parede de entrada,6,1409,olhos,247,1,4,1,408.012.002,Kit Churros Fácil,COZINHA,DECOR,165,285,235,606220.53,839
36,Parede de entrada,7,1671,olhos,222,1,2,1,421.024.002,Cortador e Ralador de Legumes,COZINHA,DECOR,80,285,23,62466.41,341
36,Parede de entrada,7,1671,olhos,222,1,2,2,419.024.002,Cortador de Batatas,COZINHA,DECOR,110,285,35,46023.6,99
36,Parede de entrada,7,1671,olhos,222,1,2,3,403.024.002,Kit Biscoito Fácil,COZINHA,DECOR,60,285,165,39581.35,113
36,Parede de entrada,7,1671,olhos,222,1,2,4,422.024.002,Kit Decorador de Bolo com 7 Peças,COZINHA,DECOR,50,285,200,28531.44,77
36,Parede de entrada,7,1671,olhos,222,1,2,5,423.024.002,Cj. Bico Russo Confeiteiro com 5 Peças,COZINHA,DECOR,32,285,30,16165.4,66
36,Parede de entrada,7,1671,olhos,222,1,1,6,400.024.002,Abridor de Tampas Apertadas,COZINHA,DECOR,50,285,30,8518.06,57
37,Parede de entrada,1,100,chao,247,3,1,1,258.004.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,116201.21,91
37,Parede de entrada,1,100,chao,247,3,1,2,258.004.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,95044.61,75
37,Parede de entrada,1,100,chao,247,3,1,3,257.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,98395.97,98
37,Parede de entrada,1,100,chao,247,3,1,4,257.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,89490.58,95
37,Parede de entrada,1,100,chao,247,3,1,5,682.004.M00,Base Teca com 3 Molheiras,COZINHA,TECA,88,285,180,4229.52,40
37,Parede de entrada,2,362,chao,247,3,1,1,258.004.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,116201.21,91
37,Parede de entrada,2,362,chao,247,3,1,2,258.004.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,95044.61,75
37,Parede de entrada,2,362,chao,247,3,1,3,257.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,98395.97,98
37,Parede de entrada,2,362,chao,247,3,1,4,257.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,89490.58,95
37,Parede de entrada,2,362,chao,247,3,1,5,682.004.M00,Base Teca com 3 Molheiras,COZINHA,TECA,88,285,180,4229.52,40
37,Parede de entrada,3,624,chao,247,3,1,1,258.004.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,116201.21,91
37,Parede de entrada,3,624,chao,247,3,1,2,258.004.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,95044.61,75
37,Parede de entrada,3,624,chao,247,3,1,3,257.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,98395.97,98
37,Parede de entrada,3,624,chao,247,3,1,4,257.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,89490.58,95
37,Parede de entrada,3,624,chao,247,3,1,5,682.004.M00,Base Teca com 3 Molheiras,COZINHA,TECA,88,285,180,4229.52,40
37,Parede de entrada,4,886,maos,247,3,1,1,258.004.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,116201.21,91
37,Parede de entrada,4,886,maos,247,3,1,2,258.004.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,95044.61,75
37,Parede de entrada,4,886,maos,247,3,1,3,257.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,98395.97,98
37,Parede de entrada,4,886,maos,247,3,1,4,257.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,89490.58,95
37,Parede de entrada,4,886,maos,247,3,1,5,682.004.M00,Base Teca com 3 Molheiras,COZINHA,TECA,88,285,180,4229.52,40
37,Parede de entrada,5,1148,maos,247,3,1,1,258.004.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,116201.21,91
37,Parede de entrada,5,1148,maos,247,3,1,2,258.004.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,95044.61,75
37,Parede de entrada,5,1148,maos,247,3,1,3,257.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,98395.97,98
37,Parede de entrada,5,1148,maos,247,3,1,4,257.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,89490.58,95
37,Parede de entrada,5,1148,maos,247,3,1,5,682.004.M00,Base Teca com 3 Molheiras,COZINHA,TECA,88,285,180,4229.52,40
37,Parede de entrada,6,1409,olhos,247,1,1,1,385.006.M00,Tábua de Corte Teca M,COZINHA,TECA,230,372,18,45943.14,95
37,Parede de entrada,6,1409,olhos,247,1,1,2,268.006.M02,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,204,285,155,36260.8,44
37,Parede de entrada,6,1409,olhos,247,1,1,3,391.006.M00,Tábua com Cabo Teca M,COZINHA,TECA,180,372,12,27065.32,60
37,Parede de entrada,6,1409,olhos,247,1,1,4,683.004.M00,Base Teca com 2 Molheiras,COZINHA,TECA,88,285,180,2288.88,32
37,Parede de entrada,7,1671,olhos,222,1,1,1,258.004.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,116201.21,91
37,Parede de entrada,7,1671,olhos,222,1,1,2,258.004.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,165,372,150,95044.61,75
37,Parede de entrada,7,1671,olhos,222,1,1,3,257.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,98395.97,98
37,Parede de entrada,7,1671,olhos,222,1,1,4,257.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,133,285,125,89490.58,95
37,Parede de entrada,7,1671,olhos,222,1,1,5,682.004.M00,Base Teca com 3 Molheiras,COZINHA,TECA,88,285,180,4229.52,40
38,Parede de entrada,1,100,chao,247,3,1,1,256.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,50486.31,86
38,Parede de entrada,1,100,chao,247,3,1,2,256.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,44972.78,69
38,Parede de entrada,1,100,chao,247,3,1,3,269.004.M02,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,38883.55,63
38,Parede de entrada,1,100,chao,247,3,1,4,269.004.M03,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,36331.98,63
38,Parede de entrada,2,362,chao,247,3,1,1,256.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,50486.31,86
38,Parede de entrada,2,362,chao,247,3,1,2,256.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,44972.78,69
38,Parede de entrada,2,362,chao,247,3,1,3,269.004.M02,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,38883.55,63
38,Parede de entrada,2,362,chao,247,3,1,4,269.004.M03,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,36331.98,63
38,Parede de entrada,3,624,chao,247,3,1,1,256.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,50486.31,86
38,Parede de entrada,3,624,chao,247,3,1,2,256.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,44972.78,69
38,Parede de entrada,3,624,chao,247,3,1,3,269.004.M02,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,38883.55,63
38,Parede de entrada,3,624,chao,247,3,1,4,269.004.M03,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,36331.98,63
38,Parede de entrada,4,886,maos,247,3,1,1,256.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,50486.31,86
38,Parede de entrada,4,886,maos,247,3,1,2,256.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,44972.78,69
38,Parede de entrada,4,886,maos,247,3,1,3,269.004.M02,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,38883.55,63
38,Parede de entrada,4,886,maos,247,3,1,4,269.004.M03,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,36331.98,63
38,Parede de entrada,5,1148,maos,247,3,1,1,256.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,50486.31,86
38,Parede de entrada,5,1148,maos,247,3,1,2,256.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,44972.78,69
38,Parede de entrada,5,1148,maos,247,3,1,3,269.004.M02,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,38883.55,63
38,Parede de entrada,5,1148,maos,247,3,1,4,269.004.M03,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,36331.98,63
38,Parede de entrada,6,1409,olhos,247,1,1,1,686.004.M00,Tábua de Servir Teca Com 3 Molheiras,COZINHA,TECA,210,372,18,11504.17,39
38,Parede de entrada,6,1409,olhos,247,1,1,2,390.012.M00,Tábua com Cabo Teca  P,COZINHA,TECA,150,285,12,10220.86,27
38,Parede de entrada,6,1409,olhos,247,1,1,3,685.004.M00,Tábua de Servir Teca com 1 Molheira,COZINHA,TECA,230,285,18,2923.86,21
38,Parede de entrada,7,1671,olhos,222,1,1,1,256.006.M03,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,50486.31,86
38,Parede de entrada,7,1671,olhos,222,1,1,2,256.006.M02,Caixa Juta Alongada com Tampa Teca,COZINHA,TECA,102,285,94,44972.78,69
38,Parede de entrada,7,1671,olhos,222,1,1,3,269.004.M02,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,38883.55,63
38,Parede de entrada,7,1671,olhos,222,1,1,4,269.004.M03,Caixa Juta Europa com Tampa Teca,COZINHA,TECA,240,372,192,36331.98,63
39,Parede de entrada,1,100,chao,247,3,1,1,680.004.M00,Boleira Teca Com Acrílico,COZINHA,TECA,255,285,115,66879.17,105
39,Parede de entrada,1,100,chao,247,3,1,2,507.004.M03,Teca com Gaveta,COZINHA,TECA,257,372,58,64622.1,36
39,Parede de entrada,1,100,chao,247,3,1,3,681.004.M00,Queijeira Teca com Acrílico,COZINHA,TECA,165,285,95,38060.09,102
39,Parede de entrada,2,362,chao,247,3,1,1,680.004.M00,Boleira Teca Com Acrílico,COZINHA,TECA,255,285,115,66879.17,105
39,Parede de entrada,2,362,chao,247,3,1,2,507.004.M03,Teca com Gaveta,COZINHA,TECA,257,372,58,64622.1,36
39,Parede de entrada,2,362,chao,247,3,1,3,681.004.M00,Queijeira Teca com Acrílico,COZINHA,TECA,165,285,95,38060.09,102
39,Parede de entrada,3,624,chao,247,3,1,1,680.004.M00,Boleira Teca Com Acrílico,COZINHA,TECA,255,285,115,66879.17,105
39,Parede de entrada,3,624,chao,247,3,1,2,507.004.M03,Teca com Gaveta,COZINHA,TECA,257,372,58,64622.1,36
39,Parede de entrada,3,624,chao,247,3,1,3,681.004.M00,Queijeira Teca com Acrílico,COZINHA,TECA,165,285,95,38060.09,102
39,Parede de entrada,4,886,maos,247,3,1,1,680.004.M00,Boleira Teca Com Acrílico,COZINHA,TECA,255,285,115,66879.17,105
39,Parede de entrada,4,886,maos,247,3,1,2,507.004.M03,Teca com Gaveta,COZINHA,TECA,257,372,58,64622.1,36
39,Parede de entrada,4,886,maos,247,3,1,3,681.004.M00,Queijeira Teca com Acrílico,COZINHA,TECA,165,285,95,38060.09,102
39,Parede de entrada,5,1148,maos,247,3,1,1,680.004.M00,Boleira Teca Com Acrílico,COZINHA,TECA,255,285,115,66879.17,105
39,Parede de entrada,5,1148,maos,247,3,1,2,507.004.M03,Teca com Gaveta,COZINHA,TECA,257,372,58,64622.1,36
39,Parede de entrada,5,1148,maos,247,3,1,3,681.004.M00,Queijeira Teca com Acrílico,COZINHA,TECA,165,285,95,38060.09,102
39,Parede de entrada,6,1409,olhos,247,3,1,1,680.004.M00,Boleira Teca Com Acrílico,COZINHA,TECA,255,285,115,66879.17,105
39,Parede de entrada,6,1409,olhos,247,3,1,2,507.004.M03,Teca com Gaveta,COZINHA,TECA,257,372,58,64622.1,36
39,Parede de entrada,6,1409,olhos,247,3,1,3,681.004.M00,Queijeira Teca com Acrílico,COZINHA,TECA,165,285,95,38060.09,102
39,Parede de entrada,7,1671,olhos,222,1,1,1,680.004.M00,Boleira Teca Com Acrílico,COZINHA,TECA,255,285,115,66879.17,105
39,Parede de entrada,7,1671,olhos,222,1,1,2,507.004.M03,Teca com Gaveta,COZINHA,TECA,257,372,58,64622.1,36
39,Parede de entrada,7,1671,olhos,222,1,1,3,681.004.M00,Queijeira Teca com Acrílico,COZINHA,TECA,165,285,95,38060.09,102
40,Parede de entrada,1,100,chao,247,3,1,1,227.036.999,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,320155.28,615
40,Parede de entrada,1,100,chao,247,3,1,2,227.036.998,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,4068.0,20
40,Parede de entrada,1,100,chao,247,3,1,3,132.036.683,Prato Unitário,FRASQUEIRAS E INFANTIL,INFANTIL,217,285,28,59114.16,234
40,Parede de entrada,1,100,chao,247,3,1,4,399.012.008,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,25502.29,183
40,Parede de entrada,1,100,chao,247,3,1,5,399.012.007,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,19122.33,196
40,Parede de entrada,1,100,chao,247,3,1,6,006.030.999,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,40701.88,320
40,Parede de entrada,1,100,chao,247,3,1,7,006.030.998,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,69.0,1
40,Parede de entrada,2,362,chao,247,3,1,1,227.036.999,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,320155.28,615
40,Parede de entrada,2,362,chao,247,3,1,2,227.036.998,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,4068.0,20
40,Parede de entrada,2,362,chao,247,3,1,3,132.036.683,Prato Unitário,FRASQUEIRAS E INFANTIL,INFANTIL,217,285,28,59114.16,234
40,Parede de entrada,2,362,chao,247,3,1,4,399.012.008,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,25502.29,183
40,Parede de entrada,2,362,chao,247,3,1,5,399.012.007,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,19122.33,196
40,Parede de entrada,2,362,chao,247,3,1,6,006.030.999,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,40701.88,320
40,Parede de entrada,2,362,chao,247,3,1,7,006.030.998,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,69.0,1
40,Parede de entrada,3,624,chao,247,3,1,1,227.036.999,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,320155.28,615
40,Parede de entrada,3,624,chao,247,3,1,2,227.036.998,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,4068.0,20
40,Parede de entrada,3,624,chao,247,3,1,3,132.036.683,Prato Unitário,FRASQUEIRAS E INFANTIL,INFANTIL,217,285,28,59114.16,234
40,Parede de entrada,3,624,chao,247,3,1,4,399.012.008,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,25502.29,183
40,Parede de entrada,3,624,chao,247,3,1,5,399.012.007,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,19122.33,196
40,Parede de entrada,3,624,chao,247,3,1,6,006.030.999,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,40701.88,320
40,Parede de entrada,3,624,chao,247,3,1,7,006.030.998,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,69.0,1
40,Parede de entrada,4,886,maos,247,3,1,1,227.036.999,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,320155.28,615
40,Parede de entrada,4,886,maos,247,3,1,2,227.036.998,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,4068.0,20
40,Parede de entrada,4,886,maos,247,3,1,3,132.036.683,Prato Unitário,FRASQUEIRAS E INFANTIL,INFANTIL,217,285,28,59114.16,234
40,Parede de entrada,4,886,maos,247,3,1,4,399.012.008,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,25502.29,183
40,Parede de entrada,4,886,maos,247,3,1,5,399.012.007,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,19122.33,196
40,Parede de entrada,4,886,maos,247,3,1,6,006.030.999,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,40701.88,320
40,Parede de entrada,4,886,maos,247,3,1,7,006.030.998,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,69.0,1
40,Parede de entrada,5,1148,maos,247,3,1,1,227.036.999,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,320155.28,615
40,Parede de entrada,5,1148,maos,247,3,1,2,227.036.998,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,4068.0,20
40,Parede de entrada,5,1148,maos,247,3,1,3,132.036.683,Prato Unitário,FRASQUEIRAS E INFANTIL,INFANTIL,217,285,28,59114.16,234
40,Parede de entrada,5,1148,maos,247,3,1,4,399.012.008,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,25502.29,183
40,Parede de entrada,5,1148,maos,247,3,1,5,399.012.007,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,19122.33,196
40,Parede de entrada,5,1148,maos,247,3,1,6,006.030.999,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,40701.88,320
40,Parede de entrada,5,1148,maos,247,3,1,7,006.030.998,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,69.0,1
40,Parede de entrada,6,1409,olhos,247,1,2,1,550.036.999,Sortido 6 Estampas,FRASQUEIRAS E INFANTIL,REALCE,89,285,119,2651.4,13
40,Parede de entrada,6,1409,olhos,247,1,2,2,550.036.998,Sortido 6 Estampas,FRASQUEIRAS E INFANTIL,REALCE,89,285,119,1501.56,10
40,Parede de entrada,6,1409,olhos,247,1,2,3,549.024.999,Sortido 4 Estampas,FRASQUEIRAS E INFANTIL,REALCE,85,285,152,1269.6,8
40,Parede de entrada,6,1409,olhos,247,1,2,4,549.024.998,Sortido 4 Estampas,FRASQUEIRAS E INFANTIL,REALCE,85,285,152,972.48,10
40,Parede de entrada,7,1671,olhos,222,1,1,1,227.036.999,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,320155.28,615
40,Parede de entrada,7,1671,olhos,222,1,1,2,227.036.998,Copo Infantil com Alça - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,80,285,122,4068.0,20
40,Parede de entrada,7,1671,olhos,222,1,1,3,132.036.683,Prato Unitário,FRASQUEIRAS E INFANTIL,INFANTIL,217,285,28,59114.16,234
40,Parede de entrada,7,1671,olhos,222,1,1,4,399.012.008,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,25502.29,183
40,Parede de entrada,7,1671,olhos,222,1,1,5,399.012.007,Porta Leite em Pó,FRASQUEIRAS E INFANTIL,INFANTIL,90,285,82,19122.33,196
40,Parede de entrada,7,1671,olhos,222,1,1,6,006.030.999,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,40701.88,320
40,Parede de entrada,7,1671,olhos,222,1,1,7,006.030.998,Copo Baby com Tampa - Sortido,FRASQUEIRAS E INFANTIL,INFANTIL,70,285,108,69.0,1
41,Parede de entrada,1,100,chao,247,3,1,1,137.012.002,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,1673686.75,1162
41,Parede de entrada,1,100,chao,247,3,1,2,137.012.009,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,91348.28,279
41,Parede de entrada,1,100,chao,247,3,1,3,142.006.002,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,1439168.58,989
41,Parede de entrada,1,100,chao,247,3,1,4,142.006.009,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,159567.71,251
41,Parede de entrada,2,362,chao,247,3,1,1,137.012.002,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,1673686.75,1162
41,Parede de entrada,2,362,chao,247,3,1,2,137.012.009,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,91348.28,279
41,Parede de entrada,2,362,chao,247,3,1,3,142.006.002,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,1439168.58,989
41,Parede de entrada,2,362,chao,247,3,1,4,142.006.009,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,159567.71,251
41,Parede de entrada,3,624,chao,247,3,1,1,137.012.002,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,1673686.75,1162
41,Parede de entrada,3,624,chao,247,3,1,2,137.012.009,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,91348.28,279
41,Parede de entrada,3,624,chao,247,3,1,3,142.006.002,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,1439168.58,989
41,Parede de entrada,3,624,chao,247,3,1,4,142.006.009,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,159567.71,251
41,Parede de entrada,4,886,maos,247,3,1,1,137.012.002,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,1673686.75,1162
41,Parede de entrada,4,886,maos,247,3,1,2,137.012.009,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,91348.28,279
41,Parede de entrada,4,886,maos,247,3,1,3,142.006.002,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,1439168.58,989
41,Parede de entrada,4,886,maos,247,3,1,4,142.006.009,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,159567.71,251
41,Parede de entrada,5,1148,maos,247,1,1,1,219.006.563,Frasqueira Rattan,FRASQUEIRAS E INFANTIL,FRASQUEIRAS,230,372,210,120272.65,269
41,Parede de entrada,5,1148,maos,247,1,2,2,131.012.002,"Frasqueira Medicamentos 2,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,140,372,98,25262.76,96
41,Parede de entrada,5,1148,maos,247,1,1,3,131.012.009,"Frasqueira Medicamentos 2,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,140,372,98,12409.32,46
41,Parede de entrada,6,1409,olhos,247,1,1,1,202.006.002,"Oval com Bandeja 4,4L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,177,285,180,119058.58,299
41,Parede de entrada,6,1409,olhos,247,1,1,2,202.006.012,Frasqueira Oval com Bandeja,FRASQUEIRAS E INFANTIL,FRASQUEIRAS,177,285,180,90746.75,308
41,Parede de entrada,6,1409,olhos,247,1,1,3,202.006.009,"Oval com Bandeja 4,4L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,177,285,180,36736.68,121
41,Parede de entrada,6,1409,olhos,247,1,1,4,202.006.001,Frasqueira Oval com Bandeja,FRASQUEIRAS E INFANTIL,FRASQUEIRAS,177,285,180,20305.15,77
41,Parede de entrada,7,1671,olhos,222,1,1,1,137.012.002,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,1673686.75,1162
41,Parede de entrada,7,1671,olhos,222,1,1,2,137.012.009,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,163,285,128,91348.28,279
41,Parede de entrada,7,1671,olhos,222,1,1,3,142.006.002,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,1439168.58,989
41,Parede de entrada,7,1671,olhos,222,1,1,4,142.006.009,"Medicamentos 6,2L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,198,285,188,159567.71,251
42,Parede de entrada,1,100,chao,247,3,1,1,043.012.002,"Frasqueira Medicamentos 1,4L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,157,285,100,663232.39,1065
42,Parede de entrada,1,100,chao,247,3,1,2,043.012.009,"Frasqueira Medicamentos 1,4L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,157,285,100,132536.91,386
42,Parede de entrada,1,100,chao,247,3,1,3,195.006.012,Frasqueira Cristal com Divisórias,FRASQUEIRAS E INFANTIL,FRASQUEIRAS,115,285,110,231879.79,589
42,Parede de entrada,1,100,chao,247,3,1,4,195.006.609,Frasqueira Cristal com Divisórias,FRASQUEIRAS E INFANTIL,FRASQUEIRAS,115,285,110,58929.02,347
42,Parede de entrada,2,362,chao,247,3,1,1,043.012.002,"Frasqueira Medicamentos 1,4L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,157,285,100,663232.39,1065
42,Parede de entrada,2,362,chao,247,3,1,2,043.012.009,"Frasqueira Medicamentos 1,4L",FRASQUEIRAS E INFANTIL,FRASQUEIRAS,157,285,100,132536.91,386
42,Parede de entrada,2,362,chao,247,3,1,3,195.006.012,Frasqueira Cristal com Divisórias,FRASQUEIRAS E INFANTIL,FRASQUEIRAS,115,285,110,231879.79,589
