parede,modulo,prateleira,altura_face_mm,zona,vao_livre_mm,ordem,referencia,nome,categoria,frente_mm,profundidade_min_mm,altura_mm,faturamento_12m,clientes
norte,6,5,1148,maos,247,2,162.012.002,Cesto com Alça,ORGANIZACAO,244,372,148,56253.81,172
norte,6,6,1409,olhos,247,1,125.012.001,"Nitronbox 4,3L (125)",ORGANIZACAO,178,372,145,49152.34,183
norte,6,6,1409,olhos,247,2,313.006.560,Organizador De Cosmeticos Com 2 Gavetas - Preta,ORGANIZACAO,185,285,210,201370.79,235
norte,6,6,1409,olhos,247,3,313.006.561,Organizador De Cosmeticos Com 2 Gavetas - Branca,ORGANIZACAO,185,285,210,62183.19,140
norte,6,6,1409,olhos,247,4,313.006.562,Organizador De Cosmeticos Com 2 Gavetas - Rosa,ORGANIZACAO,185,285,210,32732.74,125
norte,6,7,1671,olhos,222,1,214.006.003,Organizador Multiuso Rattan Com 6 Divisorias - Preto (214/P),ORGANIZACAO,178,285,160,373144.87,1009
norte,6,7,1671,olhos,222,2,214.006.002,Organizador Multiuso Rattan Com 6 Divisorias - Branco (214/B),ORGANIZACAO,177,285,160,190688.6,711
norte,6,7,1671,olhos,222,3,214.006.086,Organizador Multiuso Rattan Com 6 Divisorias - Chumbo,ORGANIZACAO,177,285,160,78702.74,421
norte,6,7,1671,olhos,222,4,445.012.001,Cosméticos e Bijou,ORGANIZACAO,130,285,80,154856.53,286
norte,7,5,1148,maos,247,1,314.006.561,Organizador De Cosmeticos Com 1 Gaveta - Branca,ORGANIZACAO,185,285,155,55015.56,153
norte,7,5,1148,maos,247,2,314.006.560,Organizador De Cosmeticos Com 1 Gaveta - Preta,ORGANIZACAO,185,285,155,36377.04,153
norte,7,5,1148,maos,247,3,314.006.562,Organizador De Cosmeticos Com 1 Gaveta - Rosa,ORGANIZACAO,185,285,155,19551.84,82
norte,7,6,1409,olhos,247,1,384.012.003,Organizador de Gavetas Modular,ORGANIZACAO,68,285,53,13905.69,195
norte,7,6,1409,olhos,247,2,384.012.001,Organizador de Gavetas Modular,ORGANIZACAO,68,285,53,11778.37,204
norte,7,6,1409,olhos,247,3,384.012.002,Organizador de Gavetas Modular,ORGANIZACAO,68,285,53,11106.65,138
norte,7,6,1409,olhos,247,4,501.012.003,Caixa Organizadora Flat com Tampa,ORGANIZACAO,116,285,108,137598.56,267
norte,7,6,1409,olhos,247,5,501.012.002,Caixa Organizadora Flat com Tampa,ORGANIZACAO,116,285,108,56742.2,106
norte,7,6,1409,olhos,247,6,501.012.001,Caixa Organizadora Flat com Tampa,ORGANIZACAO,116,285,108,45872.67,178
norte,7,6,1409,olhos,247,7,501.012.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,116,285,108,36008.52,85
norte,7,7,1671,olhos,222,1,109.012.001,Nitronbox 6L (109),ORGANIZACAO,228,372,130,120671.23,250
norte,7,7,1671,olhos,222,2,258.006.003,Cesto Alongado Juta,ORGANIZACAO,165,372,145,234846.07,484
norte,7,7,1671,olhos,222,3,258.006.002,Cesto Alongado Juta,ORGANIZACAO,165,372,145,178082.73,403
norte,7,7,1671,olhos,222,4,258.006.086,Cesto Alongado Juta,ORGANIZACAO,165,372,145,16155.98,110
norte,8,5,1148,maos,247,1,260.012.002,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,225,372,83,46350.45,122
norte,8,5,1148,maos,247,2,260.012.003,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,225,372,83,33329.17,149
norte,8,5,1148,maos,247,3,260.012.086,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,225,372,83,18331.04,79
norte,8,6,1409,olhos,247,1,502.012.001,Caixa Organizadora Flat com Tampa,ORGANIZACAO,175,285,107,130789.68,304
norte,8,6,1409,olhos,247,2,502.012.002,Caixa Organizadora Flat com Tampa,ORGANIZACAO,175,285,107,62540.49,119
norte,8,6,1409,olhos,247,3,502.012.003,Caixa Organizadora Flat com Tampa,ORGANIZACAO,175,285,107,41781.6,116
norte,8,6,1409,olhos,247,4,502.012.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,175,285,107,33263.4,84
norte,8,7,1671,olhos,222,1,123.012.028,"Caixa de Ferramentas Nitronfort 2,2L",ORGANIZACAO,140,372,98,275472.05,501
norte,8,7,1671,olhos,222,2,123.012.045,"Caixa de Ferramentas Nitronfort 2,2L",ORGANIZACAO,140,372,98,84188.99,329
norte,8,7,1671,olhos,222,3,123.012.027,"Caixa de Ferramentas Nitronfort 2,2L",ORGANIZACAO,140,372,98,60907.95,199
norte,8,7,1671,olhos,222,4,187.006.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,270,372,60,414222.22,505
entrada,1,3,1110,maos,247,1,120.006.012,Frasqueira com Bandeja,FRASQUEIRAS,163,285,128,110560.9,432
entrada,1,3,1110,maos,247,2,120.006.001,Frasqueira com Bandeja,FRASQUEIRAS,163,285,128,17193.73,109
entrada,1,3,1110,maos,247,3,126.006.619,Frasqueira com Bandeja,FRASQUEIRAS,198,285,188,158172.45,473
entrada,1,3,1110,maos,247,4,126.006.001,Frasqueira com Bandeja,FRASQUEIRAS,198,285,188,15974.04,87
entrada,1,4,1372,maos,247,1,147.012.604,Frasqueira Mini,FRASQUEIRAS,125,285,95,139229.27,593
entrada,1,4,1372,maos,247,2,147.012.607,Frasqueira Cristal com Divisórias,FRASQUEIRAS,125,285,95,48799.35,809
entrada,1,4,1372,maos,247,3,186.006.002,Mega Luxo,FRASQUEIRAS,250,372,220,442151.62,378
entrada,1,4,1372,maos,247,4,186.006.009,Mega Luxo,FRASQUEIRAS,250,372,220,133662.57,128
entrada,1,5,1633,olhos,260,1,137.012.002,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS,163,285,128,1673686.75,1162
entrada,1,5,1633,olhos,260,2,137.012.009,"Frasqueira Medicamentos 2,8L",FRASQUEIRAS,163,285,128,91348.28,279
entrada,1,5,1633,olhos,260,3,142.006.002,"Medicamentos 6,2L",FRASQUEIRAS,198,285,188,1439168.58,989
entrada,1,5,1633,olhos,260,4,142.006.009,"Medicamentos 6,2L",FRASQUEIRAS,198,285,188,159567.71,251
entrada,2,3,1110,maos,247,1,131.012.002,"Frasqueira Medicamentos 2,2L",FRASQUEIRAS,140,372,98,25262.76,96
entrada,2,3,1110,maos,247,2,131.012.009,"Frasqueira Medicamentos 2,2L",FRASQUEIRAS,140,372,98,12409.32,46
entrada,2,3,1110,maos,247,3,219.006.563,Frasqueira Rattan,FRASQUEIRAS,230,372,210,120272.65,269
entrada,2,4,1372,maos,247,1,202.006.002,"Oval com Bandeja 4,4L",FRASQUEIRAS,177,285,180,119058.58,299
entrada,2,4,1372,maos,247,2,202.006.012,Frasqueira Oval com Bandeja,FRASQUEIRAS,177,285,180,90746.75,308
entrada,2,4,1372,maos,247,3,202.006.009,"Oval com Bandeja 4,4L",FRASQUEIRAS,177,285,180,36736.68,121
entrada,2,4,1372,maos,247,4,202.006.001,Frasqueira Oval com Bandeja,FRASQUEIRAS,177,285,180,20305.15,77
entrada,2,5,1633,olhos,260,1,043.012.002,"Frasqueira Medicamentos 1,4L",FRASQUEIRAS,157,285,100,663232.39,1065
entrada,2,5,1633,olhos,260,2,043.012.009,"Frasqueira Medicamentos 1,4L",FRASQUEIRAS,157,285,100,132536.91,386
entrada,2,5,1633,olhos,260,3,195.006.012,Frasqueira Cristal com Divisórias,FRASQUEIRAS,115,285,110,231879.79,589
entrada,2,5,1633,olhos,260,4,195.006.609,Frasqueira Cristal com Divisórias,FRASQUEIRAS,115,285,110,58929.02,347
entrada,3,4,1372,maos,247,1,549.024.999,Sortido 4 Estampas,INFANTIL+REALCE,85,285,152,1269.6,8
entrada,3,4,1372,maos,247,2,549.024.998,Sortido 4 Estampas,INFANTIL+REALCE,85,285,152,972.48,10
entrada,3,4,1372,maos,247,3,550.036.999,Sortido 6 Estampas,INFANTIL+REALCE,89,285,119,2651.4,13
entrada,3,4,1372,maos,247,4,550.036.998,Sortido 6 Estampas,INFANTIL+REALCE,89,285,119,1501.56,10
entrada,3,5,1633,olhos,260,1,006.030.999,Copo Baby com Tampa - Sortido,INFANTIL+REALCE,70,285,108,40701.88,320
entrada,3,5,1633,olhos,260,2,006.030.998,Copo Baby com Tampa - Sortido,INFANTIL+REALCE,70,285,108,69.0,1
entrada,3,5,1633,olhos,260,3,132.036.683,Prato Unitário,INFANTIL+REALCE,217,285,28,59114.16,234
entrada,3,5,1633,olhos,260,4,227.036.999,Copo Infantil com Alça - Sortido,INFANTIL+REALCE,80,285,122,320155.28,615
entrada,3,5,1633,olhos,260,5,227.036.998,Copo Infantil com Alça - Sortido,INFANTIL+REALCE,80,285,122,4068.0,20
entrada,3,5,1633,olhos,260,6,399.012.008,Porta Leite em Pó,INFANTIL+REALCE,90,285,82,25502.29,183
entrada,3,5,1633,olhos,260,7,399.012.007,Porta Leite em Pó,INFANTIL+REALCE,90,285,82,19122.33,196
