referencia;achou;codprod;descrprod;ativo;codgrupoprod;nomegrupo;largura;altura;espessura;usomarcaprop;veredito_artefato;obs_artefato
260.012.086;S;11939;CAIXA ORGANIZADORA BAIXA RATTAN COM TAMPA - CHUMBO 4,5L;S;1000600;Linha Organização;22.50;8.30;32.40;S;ok;
261.006.002;S;1855;CAIXA ORGANIZADORA BAIXA RATTAN COM TAMPA - BRANCA 7L (261/B);S;1000600;Linha Organização;28.00;8.30;38.50;S;ok;
261.006.003;S;1854;CAIXA ORGANIZADORA BAIXA RATTAN COM TAMPA - PRETA 7L (261/P);S;1000600;Linha Organização;28.00;8.30;38.50;S;ok;
261.006.086;S;11940;CAIXA ORGANIZADORA BAIXA RATTAN COM TAMPA - CHUMBO 7L;S;1000600;Linha Organização;28.00;8.30;38.50;S;ok;
268.006.M02;S;8610;CAIXA JUTA EUROPA COM TAMPA TECA - BRANCA 5,3L;S;1001802;Teca Organização;20.40;15.50;27.00;S;ok;
268.006.MO3;N;;;;;;;;;;artefato_provavel;letra O no lugar de zero - 268.006.M03 existe (CODPROD 8611 CAIXA JUTA EUROPA TAMPA TECA PRETA 5,3L)
268.012.002;S;1908;CESTO EUROPA JUTA - BRANCO 5,3L (268/B);S;1000600;Linha Organização;20.20;15.00;27.00;S;ok;
268.012.003;S;1909;CESTO EUROPA JUTA - PRETO 5,3L (268/P);S;1000600;Linha Organização;20.20;15.00;27.00;S;ok;
269.004.M02;S;8614;CAIXA JUTA EUROPA COM TAMPA TECA - BRANCA 10,8L;S;1001802;Teca Organização;24.00;19.20;34.00;S;ok;
269.004.M03;S;8615;CAIXA JUTA EUROPA COM TAMPA TECA - PRETA 10,8L;S;1001802;Teca Organização;24.00;19.20;34.00;S;ok;
269.012.002;S;1902;CESTO EUROPA JUTA - BRANCO 10,8L (269/B);S;1000600;Linha Organização;24.00;18.70;34.00;S;ok;
269.012.003;S;1903;CESTO EUROPA JUTA - PRETO 10,8L (269/P);S;1000600;Linha Organização;24.00;18.70;34.00;S;ok;
270.002.M02;S;8616;CAIXA JUTA EUROPA COM TAMPA TECA - BRANCA 18,7L;S;1001802;Teca Organização;28.00;22.70;41.00;S;ok;
270.002.M03;S;8617;CAIXA JUTA EUROPA COM TAMPA TECA - PRETA 18,7L;S;1001802;Teca Organização;28.00;22.70;41.00;S;ok;
270.006.002;S;1896;CESTO EUROPA JUTA - BRANCO 18,7L (270/B);S;1000600;Linha Organização;28.00;22.20;41.00;S;ok;
270.006.003;S;1897;CESTO EUROPA JUTA - PRETO 18,7L (270/P);S;1000600;Linha Organização;28.00;22.20;41.00;S;ok;
277.012.002;S;1890;Cesto Juta com Alça - Branco 5,6L (277/B);S;1000600;Linha Organização;18.40;17.50;28.20;S;ok;
277.012.003;S;1891;CESTO JUTA COM ALCA - PRETO 5,6L (277/P);S;1000600;Linha Organização;18.40;17.50;28.20;S;ok;
279.012.024;S;1639;POTE ALHO ACOPLADO COM ROSCA - 500ML (279);S;1000200;Linha Potes;11.80;8.20;11.80;S;ok;
281.036.999;S;1933;CONCHA PARA CEREAIS - SORTIDO - 150ML (281);S;1000100;Linha Cozinha;6.00;9.70;9.30;S;ok;
283.004.002;S;4333;LIXEIRA JUTA COM PEDAL - BRANCA 12L;S;1000700;Linha Lixeiras;17.50;32.50;34.50;S;ok;
283.004.003;S;4332;LIXEIRA JUTA COM PEDAL - PRETA 12L;S;1000700;Linha Lixeiras;17.50;32.50;34.50;S;ok;
283.004.086;S;11941;LIXEIRA JUTA COM PEDAL - CHUMBO 12L;S;1000700;Linha Lixeiras;17.50;32.50;34.50;S;ok;
284.012.002;S;3391;CESTO TRANSPORTA TUDO - BRANCO (284/B);S;1000300;Linha Limpeza;45377.00;45340.00;45382.00;S;ok;
284.012.003;S;3392;CESTO TRANSPORTA TUDO - PRETO (284/P);S;1000300;Linha Limpeza;45377.00;45340.00;45382.00;S;ok;
293.006.002;S;3579;KIT POTES ACOPLADOS COM 5 PECAS - BRANCO (293);S;1000200;Linha Potes;20.50;45437.00;20.50;S;ok;
293.006.003;S;11942;KIT POTES ACOPLADOS COM 5 PECAS - PRETO;S;1000200;Linha Potes;20.50;45437.00;20.50;S;ok;
300.012.001;S;4054;POTE RASO RETANGULAR - TRANSPARENTE 460ML;S;1000200;Linha Potes;12.00;4.00;20.00;S;ok;
300.012.003;S;14128;POTE RASO RETANGULAR - PRETO 460ML;S;1000200;Linha Potes;12.00;4.00;20.00;S;ok;
301.012.001;S;4049;POTE RASO RETANGULAR - TRANSPARENTE 950ML;S;1000200;Linha Potes;15.00;5.00;25.00;S;ok;
301.012.003;S;14055;POTE RASO RETANGULAR - PRETO 950ML;S;1000200;Linha Potes;15.00;5.00;25.00;S;ok;
302.012.001;S;4051;POTE RASO RETANGULAR - TRANSPARENTE 1,9L;S;1000200;Linha Potes;19.00;6.00;31.00;S;ok;
302.012.003;S;14041;POTE RASO RETANGULAR - PRETO 1,9L;S;1000200;Linha Potes;19.00;6.00;31.00;S;ok;
303.012.001;S;4050;POTE RASO RETANGULAR - TRANSPARENTE 3,2L;S;1000200;Linha Potes;21.00;7.00;36.00;S;ok;
303.012.003;S;14056;POTE RASO RETANGULAR - PRETO 3,2L;S;1000200;Linha Potes;21.00;7.00;36.00;S;ok;
305.006.520;S;4253;TRAVESSA OVAL CANELADA COM TAMPA - BRANCA 650ML;S;1000200;Linha Potes;11.00;6.00;22.00;S;ok;
306.006.520;S;4254;TRAVESSA OVAL CANELADA COM TAMPA - BRANCA 1,2L;S;1000200;Linha Potes;14.50;7.30;28.00;S;ok;
307.006.520;S;4255;TRAVESSA OVAL CANELADA COM TAMPA - BRANCA 2,5L;S;1000200;Linha Potes;18.50;8.90;34.80;S;ok;
308.006.520;S;4256;ORGANIZA E GUARDA COM 4 DIVISORIAS;S;1000100;Linha Cozinha;20.50;5.90;24.70;S;ok;
311.012.001;S;13821;MAMITA E POTE 2 EM 1 - TRANSPARENTE 780ML;S;1000200;Linha Potes;12.50;6.00;20.50;S;ok;
311.012.002;S;11949;MAMITA E POTE 2 EM 1 - BRANCO 780ML;S;1000200;Linha Potes;12.50;6.00;20.50;S;ok;
311.012.515;S;4242;MAMITA E POTE 2 EM 1 - ROSA 780ML;S;1000200;Linha Potes;12.50;6.00;20.50;S;ok;
311.012.517;S;4244;MAMITA E POTE 2 EM 1 - VERDE 780ML;S;1000200;Linha Potes;12.50;6.00;20.50;S;ok;
313.006.560;S;4432;ORGANIZADOR DE COSMETICOS COM 2 GAVETAS - PRETA;S;1000600;Linha Organização;18.50;21.00;20.30;S;ok;
313.006.561;S;4433;ORGANIZADOR DE COSMETICOS COM 2 GAVETAS - BRANCA;S;1000600;Linha Organização;18.50;21.00;20.30;S;ok;
313.006.562;S;4365;ORGANIZADOR DE COSMETICOS COM 2 GAVETAS - ROSA;S;1000600;Linha Organização;18.50;21.00;20.30;S;ok;
314.006.560;S;4437;ORGANIZADOR DE COSMETICOS COM 1 GAVETA - PRETA;S;1000600;Linha Organização;18.50;15.50;20.30;S;ok;
314.006.561;S;4434;ORGANIZADOR DE COSMETICOS COM 1 GAVETA - BRANCA;S;1000600;Linha Organização;18.50;15.50;20.30;S;ok;
314.006.562;S;4366;ORGANIZADOR DE COSMETICOS COM 1 GAVETA - ROSA;S;1000600;Linha Organização;18.50;15.50;20.30;S;ok;
317.006.P01;S;14057;KIT POP COM 5 MARMITAS FITS - TRANSPARENTE 500ML;S;1002001;POP;10.00;6.20;18.40;S;ok;
317.012.001;S;4371;MARMITA FIT - 500ML (317.012.001);S;1000200;Linha Potes;10.00;6.20;18.40;S;ok;
317.012.003;S;14140;MARMITA FIT - PRETO 500ML;S;1000200;Linha Potes;12.70;6.80;17.20;S;ok;
319.006.P01;S;14058;KIT POP COM 6 POTES QUADRADOS - TRANSPARENTE 250ML;S;1002001;POP;7.80;6.90;7.80;S;ok;
319.012.001;S;4374;POTE MODULAR - TRANSPARENTE 250ML;S;1000200;Linha Potes;7.80;6.90;7.80;S;ok;
319.012.003;S;6669;POTE MODULAR - PRETO 250ML;S;1000200;Linha Potes;12.00;5.80;11.30;S;ok;
320.012.001;S;4377;POTE MODULAR - TRANSPARENTE 450ML;S;1000200;Linha Potes;9.30;8.20;9.30;S;ok;
320.012.003;S;6672;POTE MODULAR - PRETO 450ML;S;1000200;Linha Potes;15.50;7.30;14.50;S;ok;
321.012.001;S;4380;POTE MODULAR - TRANSPARENTE 800ML;S;1000200;Linha Potes;11.00;10.00;11.00;S;ok;
321.012.003;S;6671;POTE MODULAR - PRETO 800ML;S;1000200;Linha Potes;20.00;8.80;18.50;S;ok;
322.006.001;S;4383;POTE MODULAR - TRANSPARENTE 1,2L;S;1000200;Linha Potes;11.00;14.60;11.00;S;ok;
322.006.003;S;6668;POTE MODULAR - PRETO 1,2L;S;1000200;Linha Potes;25.00;10.80;23.50;S;ok;
323.006.001;S;4385;POTE MODULAR - TRANSPARENTE 2,4L;S;1000200;Linha Potes;11.00;28.50;11.00;S;ok;
323.006.003;S;6667;POTE MODULAR - PRETO 2,4L;S;1000200;Linha Potes;25.00;10.80;23.50;S;ok;
348.012.576;S;6093;PORTA PRESUNTO COM TELA;S;1000200;Linha Potes;12.00;4.00;20.00;S;ok;
349.012.575;S;6094;PORTA QUEIJO COM TELA;S;1000200;Linha Potes;12.00;4.00;20.00;S;ok;
350.012.577;S;6095;PORTA FRIOS COM TELA;S;1000200;Linha Potes;12.00;4.00;20.00;S;ok;
351.012.001;S;6096;KIT POTES MODULARES COM 3 PECAS - TRANSPARENTE 250ML;S;1000200;Linha Potes;7.80;19.50;7.80;S;ok;
351.012.003;S;6665;KIT POTES MODULARES COM 3 PECAS - PRETO 250ML;S;1000200;Linha Potes;12.00;5.80;11.30;S;ok;
352.012.001;S;6100;KIT POTES MODULARES COM 3 PECAS - TRANSPARENTE 450ML;S;1000200;Linha Potes;9.30;23.10;9.30;S;ok;
353.006.001;S;6103;KIT POTES MODULARES COM 6 PECAS - TRANSPARENTE;S;1000200;Linha Potes;11.00;28.50;21.70;S;ok;
353.006.003;S;6750;KIT POTES MODULARES COM 6 PECAS - PRETO;S;1000200;Linha Potes;15.50;7.30;14.50;S;ok;
359.012.003;S;152;POTE ARROZ ACOPLADO COM ROSCA - 2L;S;1000200;Linha Potes;14.00;17.90;14.00;S;ok;
360.012.003;S;154;POTE FEIJAO ACOPLADO COM ROSCA - 2L;S;1000200;Linha Potes;14.00;17.90;14.00;S;ok;
361.012.003;S;155;POTE FARINHA ACOPLADO COM ROSCA - 2L;S;1000200;Linha Potes;14.00;17.90;14.00;S;ok;
362.012.003;S;151;POTE ACUCAR ACOPLADO COM ROSCA - 2L;S;1000200;Linha Potes;14.00;17.90;14.00;S;ok;
363.012.003;S;153;POTE CAFE ACOPLADO COM ROSCA - 2L;S;1000200;Linha Potes;14.00;17.90;14.00;S;ok;
369.006.001;S;6764;KIT PORTA FRIOS COM 3 PECAS;S;1000200;Linha Potes;12.00;12.00;20.00;S;ok;
3760.012.001;S;125;POTE QUADRADO COM TRAVAS - TRANSPARENTE 3,7L (037/6);S;1000200;Linha Potes;24.00;11.00;25.00;S;ok;
3760.012.003;S;14059;POTE QUADRADO COM TRAVAS - PRETO 3,7L;S;1000200;Linha Potes;24.00;11.00;25.00;S;ok;
3770.012.001;S;4093;POTE QUADRADO COM TRAVAS - TRANSPARENTE 1,8L;S;1000200;Linha Potes;20.00;8.80;18.50;S;ok;
3770.012.003;S;14060;POTE QUADRADO COM TRAVAS - PRETO 1,8L;S;1000200;Linha Potes;20.00;8.80;18.50;S;ok;
3780.012.001;S;4096;POTE QUADRADO COM TRAVAS - TRANSPARENTE 860ML;S;1000200;Linha Potes;15.50;7.30;14.50;S;ok;
3780.012.003;S;14035;POTE QUADRADO COM TRAVAS - PRETO 860ML;S;1000200;Linha Potes;15.50;7.30;14.50;S;ok;
3790.006.862;S;11987;KIT POTE QUADRADO COLORATTO COM 3 PECAS - 370ML;S;1001200;Linha Coloratto;11.00;11.60;12.00;S;ok;
3790.006.P01;S;14071;KIT POP 6 POTES QUADRADOS - TRASNPARENTE 360ML;S;1002001;POP;12.00;5.80;11.30;S;ok;
3790.012.001;S;4099;POTE QUADRADO COM TRAVAS - TRANSPARENTE 360ML;S;1000200;Linha Potes;12.00;5.80;11.30;S;ok;
3790.012.003;S;14061;POTE QUADRADO COM TRAVAS - PRETO 360ML;S;1000200;Linha Potes;12.00;5.80;11.30;S;ok;
380.024.001;S;14011;ORGANIZADOR MINI MODULAR - TRANSPARENTE 150ML;S;1000600;Linha Organização;9.90;8.70;20.60;S;ok;
380.024.002;S;14012;ORGANIZADOR MINI MODULAR - BRANCO 150ML;S;1000600;Linha Organização;9.90;8.70;20.60;S;ok;
380.024.003;S;14013;ORGANIZADOR MINI MODULAR - PRETO 150ML;S;1000600;Linha Organização;9.90;8.70;20.60;S;ok;
381.012.001;S;8732;ORGANIZADOR LONGO MODULAR - TRANSPARENTE 850ML;S;1000600;Linha Organização;7.20;5.30;30.00;S;ok;
381.012.002;S;8636;ORGANIZADOR LONGO MODULAR - BRANCO 850ML;S;1000600;Linha Organização;7.20;5.30;30.00;S;ok;
381.012.003;S;8641;ORGANIZADOR LONGO MODULAR - PRETO 850ML;S;1000600;Linha Organização;7.20;5.30;30.00;S;ok;
382.012.001;S;8733;Organizador Quadrado Modular - Transparente 900ml;S;1000600;Linha Organização;14.70;5.30;14.70;S;ok;
382.012.002;S;8642;ORGANIZADOR QUADRADO MODULAR - BRANCO 900ML;S;1000600;Linha Organização;14.70;5.30;14.70;S;ok;
382.012.003;S;8643;ORGANIZADOR QUADRADO MODULAR - PRETO 900ML;S;1000600;Linha Organização;14.70;5.30;14.70;S;ok;
3820.016.644;S;129;KIT POTE CAFE E ACUCAR (038/2);S;1000200;Linha Potes;15.60;12.70;15.60;S;ok;
383.012.001;S;8734;ORGANIZADOR RETANGULAR MODULAR - TRANSPARENTE 1,450L;S;1000600;Linha Organização;14.80;5.30;22.50;S;ok;
383.012.002;S;8644;ORGANIZADOR RETANGULAR MODULAR - BRANCO 1,450L;S;1000600;Linha Organização;14.80;5.30;22.50;S;ok;
383.012.003;S;8645;ORGANIZADOR RETANGULAR MODULAR - PRETO 1,450L;S;1000600;Linha Organização;14.80;5.30;22.50;S;ok;
384.012.001;S;8735;ORGANIZADOR PEQUENO MODULAR - TRANSPARENTE 400ML;S;1000600;Linha Organização;6.80;5.30;15.00;S;ok;
384.012.002;S;8646;ORGANIZADOR PEQUENO MODULAR - BRANCO 400ML;S;1000600;Linha Organização;6.80;5.30;15.00;S;ok;
384.012.003;S;8647;ORGANIZADOR PEQUENO MODULAR - PRETO 400ML;S;1000600;Linha Organização;6.80;5.30;15.00;S;ok;
3840.016.002;S;11989;KIT MANTIMENTOS COM 3 PECAS - BRANCO;S;1000200;Linha Potes;0.00;0.00;0.00;S;ok;
3840.016.003;S;130;KIT MANTIMENTOS COM 3 PECAS - PRETO (038/4);S;1000200;Linha Potes;18.30;15.50;18.30;S;ok;
385.006.M00;S;8624;TABUA DE CORTE TECA - M;S;1001801;Teca Tábuas;23.00;1.80;33.00;S;ok;
387.006.M00;S;8626;TABUA DE CORTE TECA - G;S;1001801;Teca Tábuas;26.50;1.80;40.00;S;ok;
390.012.M00;S;8865;TABUA COM CABO TECA - P;S;1001801;Teca Tábuas;15.00;1.20;25.00;S;ok;
391.006.M00;S;8867;TABUA COM CABO TECA - M;S;1001801;Teca Tábuas;18.00;1.20;31.00;S;ok;
392.006.M00;S;8878;TABUA COM CABO TECA - G;S;1001801;Teca Tábuas;21.00;1.20;39.50;S;ok;
396.006.002;S;9707;LIXEIRA FLAT COM PEDAL - BRANCA 7L;S;1000700;Linha Lixeiras;17.20;26.80;25.60;S;ok;
396.006.003;S;9708;LIXEIRA FLAT COM PEDAL - PRETA 7L;S;1000700;Linha Lixeiras;17.20;26.80;25.60;S;ok;
396.006.086;S;11990;LIXEIRA FLAT COM PEDAL - CHUMBO 7L;S;1000700;Linha Lixeiras;17.20;26.80;25.60;S;ok;
397.004.002;S;9711;LIXEIRA FLAT COM PEDAL - BRANCA 14L;S;1000700;Linha Lixeiras;25.60;32.00;26.00;S;ok;
397.004.003;S;9712;LIXEIRA FLAT COM PEDAL - PRETA 14L;S;1000700;Linha Lixeiras;25.60;32.00;26.00;S;ok;
397.004.086;S;11991;LIXEIRA FLAT COM PEDAL - CHUMBO 14L;S;1000700;Linha Lixeiras;25.60;32.00;26.00;S;ok;
398.004.002;S;9717;LIXEIRA FLAT COM CLIQUE - BRANCA 12L;S;1000700;Linha Lixeiras;18.50;31.50;30.40;S;ok;
398.004.003;S;9718;LIXEIRA FLAT COM CLIQUE - PRETA 12L;S;1000700;Linha Lixeiras;18.50;31.50;30.40;S;ok;
398.004.086;S;11992;LIXEIRA FLAT COM CLIQUE - CHUMBO 12L;S;1000700;Linha Lixeiras;18.50;31.50;30.40;S;ok;
399.012.007;S;9722;PORTA LEITE EM PO - ROSA 280ML;S;1000100;Linha Cozinha;9.00;8.20;9.00;S;ok;
399.012.008;S;9723;PORTA LEITE EM PO - AZUL 280ML;S;1000100;Linha Cozinha;9.00;8.20;9.00;S;ok;
400.024.002;S;8037;ABRIDOR DE TAMPAS - BRANCO;S;1001701;Decor-Chef;5.00;3.00;14.00;S;ok;
4010.012.003;S;3604;ACUCAREIRO C/ TAMPA 836 ML (040/A);S;1000100;Linha Cozinha;7.90;15.90;12.90;S;ok;
403.024.002;S;9192;KIT BISCOITO FACIL - BRANCO;S;1001702;Decor-Confeitaria;6.00;16.50;6.00;S;ok;
4030.012.003;S;3611;FARINHEIRA C/ TAMPA 836 ML (040/F);S;1000100;Linha Cozinha;7.90;15.90;12.90;S;ok;
4040.012.003;S;3616;SALEIRO C/ TAMPA 836 ML (040/SG);S;1000100;Linha Cozinha;7.90;15.90;12.90;S;ok;
408.012.002;S;8017;KIT CHURROS FACIL - BRANCO;S;1001702;Decor-Confeitaria;16.50;23.50;16.50;S;ok;
419.024.002;S;8021;CORTADOR DE BATATAS - BRANCO;S;1001701;Decor-Chef;11.00;3.50;17.60;S;ok;
421.024.002;S;8019;CORTADOR E RALADOR DE LEGUMES - BRANCO;S;1001701;Decor-Chef;8.00;2.30;22.00;S;ok;
422.024.002;S;9205;KIT DECORADOR DE BOLO COM 7 PECAS - BRANCO;S;1001702;Decor-Confeitaria;5.00;20.00;5.00;S;ok;
423.024.002;S;9208;CONJUNTO BICO RUSSO CONFEITEIRO COM 5 PECAS - BRANCO;S;1001702;Decor-Confeitaria;3.20;3.00;3.20;S;ok;
427.024.002;S;8024;ESCORREDOR QUADRADO - BRANCO;S;1001701;Decor-Chef;24.20;11.00;25.50;S;ok;
427.024.003;S;8025;ESCORREDOR QUADRADO - PRETO;S;1001701;Decor-Chef;24.20;11.00;25.50;S;ok;
429.024.002;S;8028;ESCORREDOR MEIA LUA - BRANCO;S;1001701;Decor-Chef;12.00;1.10;33.60;S;ok;
429.024.003;S;8029;ESCORREDOR MEIA LUA - PRETO;S;1001701;Decor-Chef;12.00;1.10;33.60;S;ok;
434.024.002;S;9212;KIT DONUTS - BRANCO;S;1001702;Decor-Confeitaria;0.00;6.00;0.00;S;ok;
435.012.002;S;8033;HAMBURGUEIRA - BRANCA;S;1001701;Decor-Chef;0.00;11.00;0.00;S;ok;
438.006.M00;S;14161;TABUA DE CORTE TECA EXTRA G;S;1001801;Teca Tábuas;21.00;1.20;39.50;S;ok;
443.006.M00;S;14169;TABUA DE CORTE G COM ALÇA DE METAL;S;1001801;Teca Tábuas;21.00;1.20;39.50;S;ok;
444.012.001;S;8096;ORGANIZADOR PARA GAVETAS;S;1000600;Linha Organização;17.50;3.00;27.00;S;ok;
445.012.001;S;8100;ORGANIZADOR DE COSMETICOS E BIJOUTERIAS;S;1000600;Linha Organização;13.00;8.00;21.00;S;ok;
446.012.001;S;8101;ORGANIZADOR DE PINCEIS E ACESSORIOS;S;1000600;Linha Organização;9.50;10.50;13.00;S;ok;
449.006.002;S;7106;LIXEIRA JUTA COM PEDAL - BRANCA 6L;S;1000700;Linha Lixeiras;16.30;26.00;26.50;S;ok;
449.006.003;S;7110;LIXEIRA JUTA COM PEDAL - PRETA 6L;S;1000700;Linha Lixeiras;16.30;26.00;26.50;S;ok;
449.006.086;S;11993;LIXEIRA JUTA COM PEDAL - CHUMBO 6L;S;1000700;Linha Lixeiras;16.30;26.00;26.50;S;ok;
450.012.002;S;7117;LIXEIRA JUTA COM CLIQUE - BRANCA 4,5L;S;1000700;Linha Lixeiras;16.00;22.50;19.80;S;ok;
450.012.003;S;7120;LIXEIRA JUTA COM CLIQUE - PRETA 4,5L;S;1000700;Linha Lixeiras;16.00;22.50;19.80;S;ok;
450.012.086;S;11994;LIXEIRA JUTA COM CLIQUE - CHUMBO 4,5L;S;1000700;Linha Lixeiras;16.00;22.50;19.80;S;ok;
453.012.002;S;7139;LIXEIRA RATTAN COM CLIQUE - BRANCA 4,5L;S;1000700;Linha Lixeiras;16.00;22.50;19.00;S;ok;
453.012.003;S;7140;LIXEIRA RATTAN COM CLIQUE - PRETA 4,5L;S;1000700;Linha Lixeiras;16.00;22.50;19.00;S;ok;
453.012.086;S;11998;LIXEIRA RATTAN COM CLIQUE - CHUMBO 4,5L;S;1000700;Linha Lixeiras;16.00;22.50;19.00;S;ok;
458.024.002;S;8099;PORTA LEITE DE SAQUINHO - BRANCO;S;1001701;Decor-Chef;6.50;16.10;17.50;S;ok;
458.024.003;S;8145;PORTA LEITE DE SAQUINHO - PRETO;S;1001701;Decor-Chef;6.50;16.10;17.50;S;ok;
501.012.001;S;8862;CAIXA ORGANIZADORA FLAT COM TAMPA - TRANSPARENTE 2,35L;S;1000600;Linha Organização;11.60;10.80;25.00;S;ok;
501.012.002;S;8604;CAIXA ORGANIZADORA FLAT COM TAMPA - BRANCA 2,35L;S;1000600;Linha Organização;11.60;10.80;25.00;S;ok;
501.012.003;S;8605;CAIXA ORGANIZADORA FLAT COM TAMPA - PRETA 2,35L;S;1000600;Linha Organização;11.60;10.80;25.00;S;ok;
501.012.086;S;11806;CAIXA ORGANIZADORA FLAT COM TAMPA - CHUMBO 2,35L;S;1000600;Linha Organização;11.60;10.80;25.00;S;ok;
502.012.001;S;8863;CAIXA ORGANIZADORA FLAT COM TAMPA - TRANSPARENTE 3,75L;S;1000600;Linha Organização;17.50;10.70;25.50;S;ok;
502.012.002;S;8606;CAIXA ORGANIZADORA FLAT COM TAMPA - BRANCA 3,75L;S;1000600;Linha Organização;17.50;10.70;25.50;S;ok;
502.012.003;S;8607;CAIXA ORGANIZADORA FLAT COM TAMPA - PRETA 3,75L;S;1000600;Linha Organização;17.50;10.70;25.50;S;ok;
502.012.086;S;12002;CAIXA ORGANIZADORA FLAT COM TAMPA - CHUMBO 3,75L;S;1000600;Linha Organização;17.50;10.70;25.50;S;ok;
503.006.001;S;8864;CAIXA ORGANIZADORA FLAT COM TAMPA - TRANSPARENTE 10,35L;S;1000600;Linha Organização;25.90;13.90;35.00;S;ok;
503.006.002;S;8608;CAIXA ORGANIZADORA FLAT COM TAMPA - BRANCA 10,35L;S;1000600;Linha Organização;25.90;13.90;35.00;S;ok;
503.006.003;S;8609;CAIXA ORGANIZADORA FLAT COM TAMPA - PRETA 10,35L;S;1000600;Linha Organização;25.90;13.90;35.00;S;ok;
503.006.086;S;12003;CAIXA ORGANIZADORA FLAT COM TAMPA - CHUMBO 10,35L;S;1000600;Linha Organização;0.00;0.00;0.00;S;ok;
507.004.M03;S;8649;TABUA DE CORTE TECA COM GAVETA DE SERVIR - PRETA 2L;S;1001803;Teca Cozinha;25.70;5.80;35.00;S;ok;
545.012.002;S;9875;PORTA DETERGENTE E ESPONJA FLAT - BRANCO;S;1000100;Linha Cozinha;8.70;6.00;20.50;S;ok;
545.012.003;S;9876;PORTA DETERGENTE E ESPONJA FLAT - PRETO;S;1000100;Linha Cozinha;8.70;6.00;20.50;S;ok;
545.012.086;S;12008;PORTA DETERGENTE E ESPONJA FLAT - CHUMBO;S;1000100;Linha Cozinha;8.70;6.00;20.50;S;ok;
546.006.086;N;;;;;;;;;;artefato_provavel;2o campo lido como 006 - 546.012.086 existe (CODPROD 12009 PORTA ESCOVA FLAT CHUMBO)
546.012.002;S;9878;PORTA ESCOVAS FLAT - BRANCO;S;1000800;Linha Banheiro;8.00;20.80;8.00;S;ok;
546.012.003;S;9879;PORTA ESCOVAS FLAT - PRETO;S;1000800;Linha Banheiro;8.00;20.80;8.00;S;ok;
547.012.002;S;9881;PORTA ALGODAO E COTONETE FLAT - BRANCO;S;1000800;Linha Banheiro;8.00;13.50;8.00;S;ok;
547.012.003;S;9882;PORTA ALGODAO E COTONETE FLAT - PRETO;S;1000800;Linha Banheiro;8.00;13.50;8.00;S;ok;
547.012.086;S;12010;PORTA ALGODAO E COTONETE FLAT - CHUMBO;S;1000800;Linha Banheiro;8.00;13.50;8.00;S;ok;
548.024.002;S;9884;SABONETEIRA COM TELA FLAT - BRANCO;S;1000800;Linha Banheiro;7.60;2.30;10.60;S;ok;
548.024.003;S;9885;SABONETEIRA COM TELA FLAT - PRETO;S;1000800;Linha Banheiro;7.60;2.30;10.60;S;ok;
548.024.086;S;12011;SABONETEIRA COM TELA FLAT - CHUMBO;S;1000800;Linha Banheiro;7.60;2.30;10.60;S;ok;
549.024.998;S;14065;COPO SEM TAMPA SORTIDO 600ML;S;1001400;Linha Realce;8.50;15.20;8.50;S;ok;
549.024.999;S;14066;COPO COM TAMPA SORTIDO 600ML;S;1001400;Linha Realce;8.50;15.20;8.50;S;ok;
550.036.998;S;14067;CANECA SEM TAMPA SORTIDA 350ML;S;1001400;Linha Realce;8.90;11.90;11.30;S;ok;
550.036.999;S;14068;CANECA COM TAMPA SORTIDA 350ML;S;1001400;Linha Realce;8.90;11.90;11.30;S;ok;
552.002.M02;S;12068;CESTO DE ROUPAS EMPILHAVEL COM TAMPA TECA - BRANCO 43,8L;S;1001802;Teca Organização;34.50;49.50;35.00;S;ok;
552.002.M03;S;12069;CESTO DE ROUPAS EMPILHAVEL COM TAMPA TECA - PRETO 43,8L;S;1001802;Teca Organização;34.50;49.50;35.00;S;ok;
552.004.002;S;9898;CESTO DE ROUPAS EMPILHAVEL - BRANCO 43,8L;S;1000300;Linha Limpeza;34.50;49.50;35.00;S;ok;
552.004.003;S;9899;CESTO DE ROUPAS EMPILHAVEL - PRETO 43,8L;S;1000300;Linha Limpeza;34.50;49.50;35.00;S;ok;
553.012.002;S;9900;PORTA SABAO LIQUIDO FLAT - BRANCO 500ML;S;1000300;Linha Limpeza;7.90;16.00;7.90;S;ok;
553.012.003;S;9901;PORTA SABAO LIQUIDO FLAT - PRETO 500ML;S;1000300;Linha Limpeza;7.90;16.00;7.90;S;ok;
553.012.086;S;12012;PORTA SABAO LIQUIDO FLAT - CHUMBO 500ML;S;1000300;Linha Limpeza;7.90;16.00;7.90;S;ok;
554.006.P01;S;14072;KIT POP COM 6 POTES - TRANSPARENTE 330ML;S;1002001;POP;8.00;6.00;12.30;S;ok;
554.012.001;S;9911;POTE COM TAMPA FIXA - TRANSPARENTE 330ML;S;1000200;Linha Potes;8.00;6.00;12.30;S;ok;
554.012.003;S;14042;POTE COM TAMPA FIXA - PRETO 330ML;S;1000200;Linha Potes;8.00;6.00;12.30;S;ok;
555.006.P01;S;14073;KIT POP COM 6 POTES - TRANSPARENTE 600ML;S;1002001;POP;10.50;6.50;15.00;S;ok;
555.012.001;S;9914;POTE COM TAMPA FIXA - TRANSPARENTE 600ML;S;1000200;Linha Potes;10.50;6.50;15.00;S;ok;
555.012.003;S;14043;POTE COM TAMPA FIXA - PRETO 600ML;S;1000200;Linha Potes;10.50;6.50;15.00;S;ok;
