referencia,codprod,nome,pagina,categoria_catalogo,ambiente,linha_erp,comprimento_mm,largura_mm,altura_mm,fonte_cota,classe,frente_mm,profundidade_min_mm,baia_mm,faturamento_12m,clientes
270.002.M02,8616,Caixa Juta Europa com Tampa Teca,39,TECA,COZINHA,Teca Organização,410.0,280.0,227.0,erp,gondola,280,500,270,47435.57,27
177.012.003,3335,Cestinho com Alça,18,ORGANIZACAO,ORGANIZACAO,Linha Organização,280.0,193.0,135.0,erp,gondola,193,285,270,47173.58,305
251.012.001,6646,Caçarola Mini Micro-ondas,85,MICRO-ONDAS,COZINHA,Linha Micro-ondas,170.0,140.0,90.0,erp,gondola,140,285,270,46875.42,345
212.012.003,6676,Pote com Travas e 2 Div.,56,POTES,COZINHA,Linha Potes,174.0,130.0,60.0,erp,gondola,130,285,270,46851.82,275
2500.012.001,4102,Pote Alto Retangular,61,POTES,COZINHA,Linha Potes,199.0,119.0,66.0,erp,gondola,119,285,270,46733.4,499
260.012.002,1864,Caixa Organizadora Baixa Rattan com Tampa,6,ORGANIZACAO,ORGANIZACAO,Linha Organização,324.0,225.0,83.0,erp,gondola,225,372,270,46350.45,122
419.024.002,8021,Cortador de Batatas,93,DECOR,COZINHA,Decor-Chef,176.0,110.0,35.0,erp,gondola,110,285,270,46023.6,99
165.006.002,3327,Escorredor de Pratos,74,COZINHA,COZINHA,Linha Cozinha,490.0,355.0,111.0,erp,gondola,355,500,270,45954.14,220
385.006.M00,8624,Tábua de Corte Teca M,33,TECA,COZINHA,Teca Tábuas,330.0,230.0,18.0,erp,gondola,230,372,270,45943.14,95
501.012.001,8862,Caixa Organizadora Flat com Tampa,10,ORGANIZACAO,ORGANIZACAO,Linha Organização,250.0,116.0,108.0,erp,gondola,116,285,270,45872.67,178
012.012.016,6697,Porta Sabão em Pó,103,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,129.0,79.0,157.0,erp,gondola,79,285,270,45511.38,532
088.012.547,4269,Jarra com Tampa,90,JARRAS,COZINHA,Linha Jarras,180.0,130.0,174.0,erp,gondola,130,285,270,45238.89,303
256.006.M02,7960,Caixa Juta Alongada com Tampa Teca,38,TECA,COZINHA,Teca Organização,210.0,102.0,94.0,erp,gondola,102,285,270,44972.78,69
706.006.001,4174,Organziador de Geladeira Juta,27,GELADEIRA,COZINHA,Linha Geladeira,208.0,100.0,87.0,erp,gondola,100,285,270,43999.05,333
177.012.002,3334,Cestinho com Alça,18,ORGANIZACAO,ORGANIZACAO,Linha Organização,280.0,193.0,135.0,erp,gondola,193,285,270,43834.29,266
222.012.002,9618,Jarra com Tampa Flip Top,89,JARRAS,COZINHA,Linha Jarras,185.0,100.0,155.0,erp,gondola,100,285,270,43555.84,342
121.012.003,6279,Escorredor de Arroz Caribe,83,COZINHA,COZINHA,Linha Cozinha,254.0,165.0,147.0,erp,gondola,165,285,270,43265.69,491
239.012.002,6643,Pote Acoplado Com Rosca - Branco 3L,48,POTES,COZINHA,Linha Potes,155.0,155.0,217.0,erp,gondola,155,285,270,43119.56,171
173.012.003,7135,Lixeira Fênix,101,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,200.0,200.0,292.0,erp,gondola,200,285,513,42927.25,255
556.012.001,9917,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,175.0,130.0,77.0,erp,gondola,130,285,270,42673.55,331
2290.006.862,3671,Coloratto com 3 Peças,62,POTES,COZINHA,Linha Coloratto,135.0,125.0,180.0,catalogo,gondola,125,285,270,42059.06,171
319.012.001,4374,Pote Modular - Transparente 250Ml,51,POTES,COZINHA,Linha Potes,78.0,78.0,69.0,erp,gondola,78,285,270,42014.81,272
2590.012.003,14054,Pote Alto Retangular,61,POTES,COZINHA,Linha Potes,250.0,150.0,72.0,erp,gondola,150,285,270,41793.72,124
502.012.003,8607,Caixa Organizadora Flat com Tampa,10,ORGANIZACAO,ORGANIZACAO,Linha Organização,255.0,175.0,107.0,erp,gondola,175,285,270,41781.6,116
051.012.086,11827,Porta Detergente 3 Em 1 - Chumbo,75,COZINHA,COZINHA,Linha Cozinha,120.0,280.0,65.0,erp,gondola,120,285,270,41706.07,303
209.012.003,6620,Marmita c/ Porta Talheres,58,POTES,COZINHA,Linha Potes,213.0,110.0,64.0,erp,gondola,110,285,270,41653.99,176
3840.016.002,11989,Kit Mantimentos  3 Peças,53,POTES,COZINHA,Linha Potes,,,,sem cota,sem cota,,,,41343.46,103
6120.050.001,132,Pote Raso com Travas,54,POTES,COZINHA,Linha Potes,166.0,112.0,78.0,erp,gondola,112,285,270,41338.23,213
006.030.999,471,Copo Baby com Tampa - Sortido,67,INFANTIL,FRASQUEIRAS E INFANTIL,Linha Infantil,70.0,70.0,108.0,erp,gondola,70,285,270,40701.88,320
311.012.517,4244,Marmita e Pote 2 em 1,57,POTES,COZINHA,Linha Potes,205.0,125.0,60.0,erp,gondola,125,285,270,40540.93,183
010.012.001,7186,Transparente,12,ORGANIZACAO,ORGANIZACAO,Linha Organização,395.0,7.0,200.0,erp,gondola,7,500,270,40415.81,144
6130.030.001,133,Pote Raso Retangular com 3 Peças,54,POTES,COZINHA,Linha Potes,166.0,112.0,117.0,erp,gondola,112,285,270,40197.96,217
236.012.002,6635,Pote Acoplado Com Rosca - Branco 1L,47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,39949.81,212
403.024.002,9192,Kit Biscoito Fácil,95,DECOR,COZINHA,Decor-Confeitaria,60.0,60.0,165.0,erp,gondola,60,285,270,39581.35,113
024.012.002,6553,Cestinho para Prendedor ﬂoral,104,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,268.0,144.0,135.0,erp,gondola,144,285,270,39072.14,312
269.004.M02,8614,Caixa Juta Europa com Tampa Teca,39,TECA,COZINHA,Teca Organização,340.0,240.0,192.0,erp,gondola,240,372,270,38883.55,63
039.012.003,6261,Escorredor Basico Com Cabo - Preto,82,COZINHA,COZINHA,Linha Cozinha,385.0,230.0,90.0,erp,gondola,230,500,270,38752.28,447
681.004.M00,12040,Queijeira Teca com Acrílico,36,TECA,COZINHA,Teca Cozinha,165.0,165.0,95.0,erp,gondola,165,285,270,38060.09,102
064.012.002,9610,Jarra com Tubo para Gelo,91,JARRAS,COZINHA,Linha Jarras,208.0,145.0,199.0,erp,gondola,145,285,270,37953.53,191
024.012.003,6554,Cestinho para Prendedor ﬂoral,104,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,268.0,144.0,135.0,erp,gondola,144,285,270,37819.05,293
238.012.002,6640,Pote Acoplado Branco C/Rosca 2L,48,POTES,COZINHA,Linha Potes,140.0,140.0,178.0,erp,gondola,140,285,270,37681.16,270
091.012.003,6660,Lixeira Verona,101,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,235.0,196.0,207.0,erp,gondola,196,285,270,37070.14,330
157.024.009,85,Pote Alto com Travas,43,POTES,COZINHA,Linha Potes,170.0,110.0,85.0,erp,gondola,110,285,270,36913.5,195
300.012.001,4054,Pote Raso Retangular Raso,60,POTES,COZINHA,Linha Potes,200.0,120.0,40.0,erp,gondola,120,285,270,36798.57,352
279.012.024,1639,Pote Alho Acoplado Com Rosca - 500Ml (279),46,POTES,COZINHA,Linha Potes,118.0,118.0,82.0,erp,gondola,118,285,270,36744.95,330
202.006.009,11881,"Oval com Bandeja 4,4L",29,FRASQUEIRAS,FRASQUEIRAS E INFANTIL,Linha Frasqueiras,270.0,177.0,180.0,erp,gondola,177,285,270,36736.68,121
154.006.861,3612,Kit Pote Alto Coloratto Com 2 Pecas - 460Ml (286/K),63,POTES,COZINHA,Linha Coloratto,140.0,100.0,140.0,erp,gondola,100,285,270,36688.83,201
314.006.560,4437,Organizador De Cosmeticos Com 1 Gaveta - Preta,14,ORGANIZACAO,ORGANIZACAO,Linha Organização,203.0,185.0,155.0,erp,gondola,185,285,270,36377.04,153
269.004.M03,8615,Caixa Juta Europa com Tampa Teca,39,TECA,COZINHA,Teca Organização,340.0,240.0,192.0,erp,gondola,240,372,270,36331.98,63
351.012.001,6096,Kit Potes Modulares com 3 Peças,50,POTES,COZINHA,Linha Potes,78.0,78.0,195.0,erp,gondola,78,285,270,36282.03,102
268.006.M02,8610,Caixa Juta Europa com Tampa Teca,39,TECA,COZINHA,Teca Organização,270.0,204.0,155.0,erp,gondola,204,285,270,36260.8,44
277.012.003,1891,Cesto Juta com Alças,9,ORGANIZACAO,ORGANIZACAO,Linha Organização,282.0,184.0,175.0,erp,gondola,184,285,270,36149.25,90
702.006.001,4179,Organizador de Geladeira Rattan,27,GELADEIRA,COZINHA,Linha Geladeira,250.0,195.0,82.0,erp,gondola,195,285,270,36026.24,332
501.012.086,11806,Caixa Organizadora Flat com Tampa,10,ORGANIZACAO,ORGANIZACAO,Linha Organização,250.0,116.0,108.0,erp,gondola,116,285,270,36008.52,85
059.012.086,11829,Escorredor de Pratos,74,COZINHA,COZINHA,Linha Cozinha,118.0,422.0,92.0,erp,gondola,118,500,270,35854.49,190
552.004.003,9899,Cesto de Roupas Empilhável,103,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,350.0,345.0,495.0,erp,gondola,345,372,,35560.2,38
321.012.001,4380,Pote Modular - Transparente 800Ml,51,POTES,COZINHA,Linha Potes,110.0,110.0,100.0,erp,gondola,110,285,270,35431.35,258
3790.006.862,11987,Kit Pote Quadrado Coloratto Com 3 Pecas - 370Ml,62,POTES,COZINHA,Linha Coloratto,120.0,110.0,116.0,erp,gondola,110,285,270,35340.93,165
173.012.002,3331,Lixeira Fênix,101,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,200.0,200.0,292.0,erp,gondola,200,285,513,34939.9,217
548.024.002,9884,Saboneteira com Tela Flat,107,BANHEIRO,BANHO E LAVANDERIA,Linha Banheiro,106.0,76.0,23.0,erp,gondola,76,285,270,34862.37,792
548.024.003,9885,Saboneteira com Tela Flat,107,BANHEIRO,BANHO E LAVANDERIA,Linha Banheiro,106.0,76.0,23.0,erp,gondola,76,285,270,34773.42,933
161.012.002,3322,Porta Tudo,18,ORGANIZACAO,ORGANIZACAO,Linha Organização,230.0,139.0,98.0,erp,gondola,139,285,270,33921.65,222
113.012.003,6277,Tanquinho Porta Sabão em Barra,104,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,132.0,129.0,122.0,erp,gondola,129,285,270,33847.66,295
188.012.003,3338,Super Prático,74,COZINHA,COZINHA,Linha Cozinha,267.0,360.0,108.0,erp,gondola,267,372,270,33554.56,217
260.012.003,1860,Caixa Organizadora Baixa Rattan com Tampa,6,ORGANIZACAO,ORGANIZACAO,Linha Organização,324.0,225.0,83.0,erp,gondola,225,372,270,33329.17,149
065.012.086,11853,Rattan com Tampa,5,ORGANIZACAO,ORGANIZACAO,Linha Organização,205.0,154.0,90.0,erp,gondola,154,285,270,33301.31,180
311.012.515,4242,Marmita e Pote 2 em 1,57,POTES,COZINHA,Linha Potes,205.0,125.0,60.0,erp,gondola,125,285,270,33267.18,124
502.012.086,12002,Caixa Organizadora Flat com Tampa,10,ORGANIZACAO,ORGANIZACAO,Linha Organização,255.0,175.0,107.0,erp,gondola,175,285,270,33263.4,84
172.012.998,14018,Pá de Lixo com Cabo,105,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,246.0,180.0,666.0,erp,gondola,180,285,,32884.68,205
313.006.562,4365,Organizador De Cosmeticos Com 2 Gavetas - Rosa,14,ORGANIZACAO,ORGANIZACAO,Linha Organização,203.0,185.0,210.0,erp,gondola,185,285,270,32732.74,125
353.006.003,6750,Kit Potes Modulares com 6 Peças,50,POTES,COZINHA,Linha Potes,145.0,155.0,73.0,erp,gondola,145,285,270,32623.56,24
076.024.066,6578,Saboneteira com Tampa,108,BANHEIRO,BANHO E LAVANDERIA,Linha Banheiro,108.0,78.0,42.0,erp,gondola,78,285,270,32256.8,721
151.012.003,14049,Pote Alto com Travas,43,POTES,COZINHA,Linha Potes,260.0,180.0,140.0,erp,gondola,180,285,270,31858.92,78
176.024.001,172,Marmita Due c/ Div Móvel,56,POTES,COZINHA,Linha Potes,148.0,119.0,57.0,erp,gondola,119,285,270,31796.35,156
081.012.003,6273,Porta Papel Toalha,78,COZINHA,COZINHA,Linha Cozinha,195.0,148.0,263.0,erp,gondola,148,285,513,31578.92,459
320.012.001,4377,Pote Modular - Transparente 450Ml,51,POTES,COZINHA,Linha Potes,93.0,93.0,82.0,erp,gondola,93,285,270,31523.11,242
545.012.086,12008,Porta Detergente e Esponja Flat,73,COZINHA,COZINHA,Linha Cozinha,205.0,87.0,60.0,erp,gondola,87,285,270,30993.78,300
307.006.520,4255,"Travessa Oval Canelada Com Tampa - Branca 2,5L",79,COZINHA,COZINHA,Linha Potes,348.0,185.0,89.0,erp,gondola,185,372,270,30872.75,275
124.012.003,6715,Com Bandeja e Talheres,57,POTES,COZINHA,Linha Potes,205.0,125.0,60.0,erp,gondola,125,285,270,30854.7,158
303.012.001,4050,Pote Raso Retangular Raso,60,POTES,COZINHA,Linha Potes,360.0,210.0,70.0,erp,gondola,210,372,270,30679.37,171
003.006.012,6541,Gaveteiro Com 3 Gavetas - Rosa,14,ORGANIZACAO,ORGANIZACAO,Linha Organização,210.0,180.0,173.0,erp,gondola,180,285,270,30463.28,127
093.012.003,3312,Cestinho Versátil,18,ORGANIZACAO,ORGANIZACAO,Linha Organização,285.0,200.0,105.0,erp,gondola,200,285,270,30385.67,260
555.012.001,9914,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,150.0,105.0,65.0,erp,gondola,105,285,270,30080.38,327
434.024.002,9212,Kit Donuts,94,DECOR,COZINHA,Decor-Confeitaria,,,,sem cota,sem cota,,,,30077.98,56
453.012.003,7140,Lixeira Rattan com Clique,97,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,190.0,160.0,225.0,erp,gondola,160,285,270,29807.16,168
458.024.002,8099,Porta Leite de Saquinho,79,COZINHA,COZINHA,Decor-Chef,175.0,65.0,161.0,erp,gondola,65,285,270,29783.83,71
016.012.086,11822,Talheres Max,75,COZINHA,COZINHA,Linha Cozinha,116.0,240.0,135.0,erp,gondola,116,285,270,29299.15,308
129.012.003,6283,Porta Talher Stillo com 4 Divisórias,76,COZINHA,COZINHA,Linha Cozinha,300.0,215.0,42.0,erp,gondola,215,372,270,28898.46,315
422.024.002,9205,Kit Decorador de Bolo com 7 Peças,95,DECOR,COZINHA,Decor-Confeitaria,50.0,50.0,200.0,erp,gondola,50,285,270,28531.44,77
553.012.086,12012,Porta Sabonete Líquido Flat,73,COZINHA,COZINHA,Linha Limpeza,79.0,79.0,160.0,erp,gondola,79,285,270,28412.71,246
015.012.003,6548,Ralador Pratic com Pote,78,COZINHA,COZINHA,Linha Cozinha,210.0,115.0,54.0,erp,gondola,115,285,270,28124.98,249
398.004.086,11992,Lixeira Flat com Clique,99,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,304.0,185.0,315.0,erp,gondola,185,372,513,28048.78,80
152.006.002,11997,Kit Mantimentos  5 Peças,53,POTES,COZINHA,Linha Potes,230.0,230.0,225.0,erp,gondola,230,285,270,27493.02,105
235.012.001,11902,Pote Acoplado Com Rosca - Transparente 500Ml,46,POTES,COZINHA,Linha Potes,118.0,118.0,82.0,erp,gondola,118,285,270,27450.1,304
302.012.003,14041,Pote Raso Retangular Raso,60,POTES,COZINHA,Linha Potes,310.0,190.0,60.0,erp,gondola,190,372,270,27256.68,67
205.006.861,3613,Kit Pote Fit Coloratto Com 2 Pecas - 450Ml (285/K),63,POTES,COZINHA,Linha Coloratto,118.0,95.0,114.0,erp,gondola,95,285,270,27091.02,218
391.006.M00,8867,Tábua com Cabo Teca M,34,TECA,COZINHA,Teca Tábuas,310.0,180.0,12.0,erp,gondola,180,372,270,27065.32,60
322.006.003,6668,"Pote Modular - Preto 1,2L",51,POTES,COZINHA,Linha Potes,235.0,250.0,108.0,erp,gondola,235,285,270,26921.94,53
129.012.002,6282,Porta Talher Stillo com 4 Divisórias,76,COZINHA,COZINHA,Linha Cozinha,300.0,215.0,42.0,erp,gondola,215,372,270,26672.12,297
091.012.002,3308,Lixeira Verona,101,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,235.0,196.0,207.0,erp,gondola,196,285,270,26608.88,243
203.006.003,6678,Pote Ultraforte com Travas,52,POTES,COZINHA,Linha Potes,300.0,200.0,105.0,erp,gondola,200,372,270,26459.44,154
165.006.086,11872,Escorredor de Pratos,74,COZINHA,COZINHA,Linha Cozinha,355.0,490.0,111.0,erp,gondola,355,500,270,26298.37,126
121.012.002,6278,Escorredor de Arroz Caribe,83,COZINHA,COZINHA,Linha Cozinha,254.0,165.0,147.0,erp,gondola,165,285,270,26288.19,309
197.024.010,174,Pote com Travas e 2 Div.,56,POTES,COZINHA,Linha Potes,148.0,119.0,57.0,erp,gondola,119,285,270,25836.6,160
054.004.001,237,Cesto de Roupas,103,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,475.0,340.0,500.0,erp,gondola,340,500,,25814.42,53
030.012.003,13976,Pote Monterey com 3 Divisórias,59,POTES,COZINHA,Linha Potes,212.0,212.0,55.0,erp,gondola,212,285,270,25746.36,95
2570.012.003,14038,Pote Alto Retangular,61,POTES,COZINHA,Linha Potes,360.0,210.0,100.0,erp,gondola,210,372,270,25730.86,109
039.012.002,6260,Escorredor Basico Com Cabo - Branco,82,COZINHA,COZINHA,Linha Cozinha,385.0,230.0,90.0,erp,gondola,230,500,270,25643.88,261
399.012.008,9723,Porta Leite em Pó,67,INFANTIL,FRASQUEIRAS E INFANTIL,Linha Cozinha,90.0,90.0,82.0,erp,gondola,90,285,270,25502.29,183
131.012.002,13984,"Frasqueira Medicamentos 2,2L",29,FRASQUEIRAS,FRASQUEIRAS E INFANTIL,Linha Frasqueiras,290.0,140.0,98.0,erp,gondola,140,372,270,25262.76,96
167.012.001,7189,3 Peças - Transparente,12,ORGANIZACAO,ORGANIZACAO,Linha Organização,390.0,7.0,195.0,erp,gondola,7,500,270,25033.42,149
821.004.001,12032,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,175.0,130.0,77.0,erp,gondola,130,285,270,24905.44,84
190.012.001,87,Pote Alto com Travas,43,POTES,COZINHA,Linha Potes,208.0,145.0,218.0,erp,gondola,145,285,270,24459.0,80
444.012.001,8096,Para Gavetas,14,ORGANIZACAO,ORGANIZACAO,Linha Organização,270.0,175.0,30.0,erp,gondola,175,285,270,24221.41,134
113.012.002,6276,Tanquinho Porta Sabão em Barra,104,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,132.0,129.0,122.0,erp,gondola,129,285,270,24128.19,202
112.012.547,4273,Jarra Medidora Top Mix,91,JARRAS,COZINHA,Linha Cozinha,93.0,85.0,160.0,erp,gondola,85,285,270,24092.6,197
250.024.009,187,"Cacarola Micro-Ondas Com Cesto - Transparente 1,5L (250)",85,MICRO-ONDAS,COZINHA,Linha Micro-ondas,205.0,175.0,100.0,erp,gondola,175,285,270,24025.58,91
392.006.M00,8878,Tábua com Cabo Teca G,34,TECA,COZINHA,Teca Tábuas,395.0,210.0,12.0,erp,gondola,210,500,270,24011.28,37
136.024.001,180,Travessa Micro-ondas c/Tampa,86,MICRO-ONDAS,COZINHA,Linha Micro-ondas,310.0,208.0,92.0,erp,gondola,208,372,270,23946.37,107
361.012.003,155,Pote Farinha Acoplado Com Rosca - 2L,48,POTES,COZINHA,Linha Potes,140.0,140.0,179.0,erp,gondola,140,285,270,23619.99,232
231.006.861,3614,Kit Pote Raso Coloratto Com 2 Pecas - 270Ml (289/K),63,POTES,COZINHA,Linha Coloratto,140.0,96.0,80.0,erp,gondola,96,285,270,23410.6,164
381.012.003,8641,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,300.0,72.0,53.0,erp,gondola,72,372,270,22946.91,183
081.012.002,6272,Porta Papel Toalha,78,COZINHA,COZINHA,Linha Cozinha,195.0,148.0,263.0,erp,gondola,148,285,513,22711.54,256
383.012.003,8645,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,225.0,148.0,53.0,erp,gondola,148,285,270,22662.17,164
228.012.003,6724,Pote c/ Travas Laterais,58,POTES,COZINHA,Linha Potes,175.0,165.0,80.0,erp,gondola,165,285,270,22305.54,208
184.016.001,11873,Transparente,12,ORGANIZACAO,ORGANIZACAO,Linha Infantil,281.0,7.0,152.0,erp,gondola,7,285,270,21946.65,113
116.012.086,11861,Porta Detergente Com Telinha - Chumbo,75,COZINHA,COZINHA,Linha Cozinha,230.0,105.0,65.0,erp,gondola,105,285,270,21816.46,245
2290.012.001,4038,Pote Redondo com Travas,45,POTES,COZINHA,Linha Potes,125.0,135.0,61.0,erp,gondola,125,285,270,21719.79,264
427.024.003,8025,Escorredor Quadrado,83,COZINHA,COZINHA,Decor-Chef,255.0,242.0,110.0,erp,gondola,242,285,270,21523.56,51
453.012.002,7139,Lixeira Rattan com Clique,97,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,190.0,160.0,225.0,erp,gondola,160,285,270,21317.85,105
256.024.086,11917,Cesto Alongado Juta,8,ORGANIZACAO,ORGANIZACAO,Linha Organização,206.0,99.0,87.0,erp,gondola,99,285,270,21183.09,140
449.006.086,11993,Lixeira Juta com Pedal,98,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,265.0,163.0,260.0,erp,gondola,163,285,513,20915.57,121
139.012.003,13818,Pote com 3 Divisórias,59,POTES,COZINHA,Linha Potes,240.0,140.0,65.0,erp,gondola,140,285,270,20809.89,107
257.012.086,11919,Cesto Alongado Juta,8,ORGANIZACAO,ORGANIZACAO,Linha Organização,275.0,132.0,116.0,erp,gondola,132,285,270,20802.71,137
2540.012.003,14069,Kit Potes Altos com 3 pçs,61,POTES,COZINHA,Linha Potes,360.0,210.0,101.0,erp,gondola,210,372,270,20552.88,20
093.012.002,3311,Cestinho Versátil,18,ORGANIZACAO,ORGANIZACAO,Linha Organização,285.0,200.0,105.0,erp,gondola,200,285,270,20513.51,185
202.006.001,14050,Frasqueira Oval com Bandeja,31,FRASQUEIRAS,FRASQUEIRAS E INFANTIL,Linha Frasqueiras,270.0,177.0,180.0,erp,gondola,177,285,270,20305.15,77
239.012.003,6644,Pote Acoplado Preto C/Rosca 3L,48,POTES,COZINHA,Linha Potes,155.0,155.0,217.0,erp,gondola,155,285,270,20142.12,106
088.012.002,9611,Jarra com Tampa,90,JARRAS,COZINHA,Linha Jarras,180.0,130.0,174.0,erp,gondola,130,285,270,19934.76,193
112.012.002,9613,Jarra Medidora Top Mix,91,JARRAS,COZINHA,Linha Jarras,93.0,85.0,160.0,erp,gondola,85,285,270,19837.11,180
305.006.520,4253,Travessa Oval Canelada Com Tampa - Branca 650Ml,79,COZINHA,COZINHA,Linha Potes,220.0,110.0,60.0,erp,gondola,110,285,270,19745.26,229
188.012.002,3337,Super Prático,74,COZINHA,COZINHA,Linha Cozinha,360.0,265.0,105.0,erp,gondola,265,372,270,19552.42,125
314.006.562,4366,Organizador De Cosmeticos Com 1 Gaveta - Rosa,14,ORGANIZACAO,ORGANIZACAO,Linha Organização,203.0,185.0,155.0,erp,gondola,185,285,270,19551.84,82
381.012.002,8636,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,300.0,72.0,53.0,erp,gondola,72,372,270,19444.8,122
383.012.002,8644,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,225.0,148.0,53.0,erp,gondola,148,285,270,19378.92,111
399.012.007,9722,Porta Leite em Pó,67,INFANTIL,FRASQUEIRAS E INFANTIL,Linha Cozinha,90.0,90.0,82.0,erp,gondola,90,285,270,19122.33,196
381.012.001,8732,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,300.0,72.0,53.0,erp,gondola,72,372,270,19097.22,209
205.012.001,4357,Pote Retangular Fit,53,POTES,COZINHA,Linha Potes,119.0,95.0,56.0,catalogo,gondola,95,285,270,18753.91,234
398.004.002,9717,Lixeira Flat com Clique,99,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,304.0,185.0,315.0,erp,gondola,185,372,513,18599.4,159
235.012.002,6632,Pote Acoplado Com Rosca - Branco 500Ml,46,POTES,COZINHA,Linha Potes,118.0,118.0,82.0,erp,gondola,118,285,270,18563.1,169
015.012.002,6547,Ralador Pratic Com Pote - Branco 420Ml,78,COZINHA,COZINHA,Linha Cozinha,210.0,115.0,54.0,erp,gondola,115,285,270,18538.47,160
234.012.003,14048,Pote Raso com Travas,42,POTES,COZINHA,Linha Potes,260.0,180.0,80.0,erp,gondola,180,285,270,18507.72,86
260.012.086,11939,Caixa Organizadora Baixa Rattan com Tampa,6,ORGANIZACAO,ORGANIZACAO,Linha Organização,324.0,225.0,83.0,erp,gondola,225,372,270,18331.04,79
231.006.862,3600,Kit Pote Raso Coloratto Com 3 Pecas - 270Ml (291/K),62,POTES,COZINHA,Linha Coloratto,140.0,96.0,120.0,erp,gondola,96,285,270,18076.82,169
094.012.003,6583,Açucareiro Doçura,81,COZINHA,COZINHA,Linha Cozinha,125.0,90.0,94.0,erp,gondola,90,285,270,17774.27,348
554.012.001,9911,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,123.0,80.0,60.0,erp,gondola,80,285,270,17767.83,246
236.012.003,6636,Pote Acoplado Preto C/Rosca 1L,47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,17715.38,127
094.012.002,6582,Açucareiro Doçura,81,COZINHA,COZINHA,Linha Cozinha,125.0,90.0,94.0,erp,gondola,90,285,270,17357.87,283
120.006.001,14104,Frasqueira com Bandeja,31,FRASQUEIRAS,FRASQUEIRAS E INFANTIL,Linha Frasqueiras,242.0,163.0,128.0,erp,gondola,163,285,270,17193.73,109
458.024.003,8145,Porta Leite de Saquinho,79,COZINHA,COZINHA,Decor-Chef,175.0,65.0,161.0,erp,gondola,65,285,270,17007.55,93
232.006.861,11891,Kit Pote Raso Coloratto Com 2 Pecas - 500Ml,63,POTES,COZINHA,Linha Coloratto,170.0,110.0,100.0,erp,gondola,110,285,270,16980.72,141
050.012.003,13977,Pote Premier com 4 Divisórias,59,POTES,COZINHA,Linha Potes,225.0,225.0,50.0,erp,gondola,225,285,270,16743.48,87
713.012.001,12014,Organizador de Geladeira Flat,27,GELADEIRA,COZINHA,Linha Geladeira,252.0,175.0,107.0,erp,gondola,175,285,270,16532.98,132
423.024.002,9208,Cj. Bico Russo Confeiteiro com 5 Peças,95,DECOR,COZINHA,Decor-Confeitaria,32.0,32.0,30.0,erp,gondola,32,285,270,16165.4,66
258.006.086,11923,Cesto Alongado Juta,8,ORGANIZACAO,ORGANIZACAO,Linha Organização,345.0,165.0,145.0,erp,gondola,165,372,270,16155.98,110
548.024.086,12011,Saboneteira com Tela Flat,107,BANHEIRO,BANHO E LAVANDERIA,Linha Banheiro,106.0,76.0,23.0,erp,gondola,76,285,270,16076.44,347
156.012.003,13983,Pote Alto com Travas,43,POTES,COZINHA,Linha Potes,220.0,140.0,120.0,erp,gondola,140,285,270,15974.52,90
126.006.001,14009,Frasqueira com Bandeja,31,FRASQUEIRAS,FRASQUEIRAS E INFANTIL,Linha Frasqueiras,280.0,198.0,188.0,erp,gondola,198,285,270,15974.04,87
238.012.003,6641,Pote Acoplado Preto C/Rosca 2L,48,POTES,COZINHA,Linha Potes,140.0,140.0,178.0,erp,gondola,140,285,270,15931.33,91
261.006.086,11940,Caixa Organizadora Baixa Rattan com Tampa,6,ORGANIZACAO,ORGANIZACAO,Linha Organização,385.0,280.0,83.0,erp,gondola,280,500,270,15747.42,66
